№ строки	Название	Адрес	Дата начала строительства	Дата окончания строительства
798	Лифты	Боткинский 1-й пр., д.2/6	10.04.2012	31.12.2012
799	Лифты	Красноармейская ул., д.24	17.07.2012	31.12.2012
800	Лифты	Милашенкова ул., д.12в	06.12.2011	31.12.2012
801	Фасады с облегченной кладкой	Новомихалковский 1-й пр., д.2, к.1	16.07.2012	31.12.2012
802	АУУ / УУТЭ	Чапаевский пер., д.18/1	09.08.2012	31.12.2012
803	Лифты	Академика Пилюгина ул. д.12 к.2	12.04.2012	31.12.2012
804	Лифты	Елецкая ул., д.35, к.3	10.04.2012	31.12.2012
805	Лифты	Матвеевская ул., д.10, к.2	12.04.2012	31.12.2012
806	Лифты	Матвеевская ул., д.4, к.2	23.07.2012	31.12.2012
807	Лифты	Матвеевская ул., д.4, к.2	12.04.2012	31.12.2012
808	Лифты	Лобачевского ул., д.98	12.04.2012	31.12.2012
809	Лифты	Веерная ул., д.5, к.1	12.04.2012	31.12.2012
810	Лифты	Шипиловская ул., д.44/27	23.07.2012	31.12.2012
811	Лифты	Онежская ул., д.45/19	17.07.2012	31.12.2012
812	Подъемные платформы и работы по ММГН	Довженко ул., д.12, к.2	20.07.2012	31.12.2012
813	Лифты	Дружбы ул., д.2/19	10.04.2012	31.12.2012
814	Ремонт фасадов ЦАО и исторической часть города	Головин Большой пер., д.2	26.06.2012	31.12.2012
815	Лифты	Дмитровский пр., д.16, к.2	07.12.2011	31.12.2012
816	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.4, стр.1	28.06.2012	31.12.2012
817	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.26, к.2	28.06.2012	31.12.2012
818	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.26, к.1	28.06.2012	31.12.2012
819	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.26, к.3	28.06.2012	31.12.2012
820	Лифты	Полбина ул., д.10	10.04.2012	31.12.2012
821	Лифты	Павловский 2-й пер., д.3	10.04.2012	31.12.2012
822	Лифты	Миусская 2-я ул., д.3/5	12.04.2012	31.12.2012
823	Лифты	Приютский пер., д.3	12.04.2012	31.12.2012
824	Ремонт фасадов ЦАО и исторической часть города	Кисловский Нижний пер., д.3	02.07.2012	31.12.2012
825	Лифты	Федоскинская ул., д.3, к.1	10.04.2012	31.12.2012
826	Подъемные платформы и работы по ММГН	Ташкентская ул., д.19, к.2	20.07.2012	27.07.2012
827	Капитальный ремонт	Мытная ул., д.23, к.1	06.06.2012	29.12.2012
828	Ремонт фасадов ЦАО и исторической часть города	Новокузнецкий 1-й пер., д.10, стр.1	27.06.2012	31.12.2012
829	Лифты	Тверская ул., д.8, к.1	10.04.2012	31.12.2012
830	Лифты	Бахрушина ул., д.2, стр.1	10.04.2012	31.12.2012
831	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.19	02.07.2012	31.12.2012
832	Ремонт фасадов ЦАО и исторической часть города	Афанасьевский Большой пер., д.33	29.06.2012	31.12.2012
833	Ремонт фасадов ЦАО и исторической часть города	Гоголевский б-р, д.25, стр.1	28.06.2012	31.12.2012
834	Лифты	Пришвина ул., д.7/1	30.07.2012	31.12.2012
835	Лифты	Пришвина ул., д.7/1	12.04.2012	31.12.2012
836	Лифты	Шенкурский пр., д.6б	10.04.2012	31.12.2012
837	Капитальный ремонт	Фонвизина ул., д.8б	15.08.2012	31.12.2012
838	Лифты	Марьиной Рощи 9-й пр., д.6а	12.04.2012	31.12.2012
839	Подъемные платформы и работы по ММГН	Санникова ул., д.9, к.2	20.07.2012	31.12.2012
840	Лифты	Нижняя ул., д.4	06.12.2011	31.12.2012
841	Лифты	Озёрная ул., д.31	12.04.2012	31.12.2012
842	Лифты	Серпуховский Вал ул., д.9	10.04.2012	31.12.2012
843	Лифты	Лёвшинский Малый пер., д.14/9	12.04.2012	31.12.2012
844	Ремонт фасадов ЦАО и исторической часть города	Никитский б-р, д.9	02.07.2012	31.12.2012
845	Лифты	Чистова ул., д.15/15	12.04.2012	31.12.2012
846	Лифты	Озёрная ул., д.23, к.2	12.04.2012	31.12.2012
847	Лифты	Шоссейная ул. (рн. Печатники), д.5	12.04.2012	31.12.2012
848	Ремонт фасадов ЦАО и исторической часть города	Козловский Большой пер., д.11, стр.2	28.06.2012	31.12.2012
849	Ремонт фасадов ЦАО и исторической часть города	Чистопрудный б-р, д.12, стр.4	28.06.2012	31.12.2012
850	Лифты	Дмитровское ш., д.29, к.1	17.07.2012	31.12.2012
851	Лифты	Клязьминская ул., д.21, к.1	12.04.2012	31.12.2012
852	Лифты	Вучетича ул., д.16, к.1	12.04.2012	31.12.2012
853	Лифты	Петровско-Разумовский пр., д.9	17.07.2012	31.12.2012
854	Лифты	Плющиха ул., д.42	12.04.2012	31.12.2012
855	Подъемные платформы и работы по ММГН	Плющиха ул., д.42	13.08.2012	31.12.2012
856	Лифты	Новинский б-р, д.15	12.04.2012	31.12.2012
857	Лифты	Красноармейская ул., д.10, к.2	06.12.2011	31.12.2012
858	Лифты	Красноармейская ул., д.2, к.1	10.04.2012	31.12.2012
859	Лифты	Бескудниковский б-р, д.36, к.3	13.04.2012	31.12.2012
860	Лифты	Алтуфьевское ш., д.87	06.12.2011	31.12.2012
861	АУУ / УУТЭ	Алтуфьевское ш., д.87	09.08.2012	31.12.2012
862	Лифты	Яблочкова ул., д.41б	10.04.2012	31.12.2012
863	Лифты	Новоостаповская ул., д.4, к.1	23.07.2012	31.12.2012
864	Лифты	Лебедянская ул., д.13	12.04.2012	31.12.2012
865	Лифты	Парковая 7-я ул., д.28	10.04.2012	31.12.2012
866	Лифты	Тихорецкий б-р, д.12, к.1	10.04.2012	31.12.2012
867	Подъемные платформы и работы по ММГН	Перерва ул., д.50	20.07.2012	27.07.2012
868	АУУ / УУТЭ	Люблинская ул., д.159	09.08.2012	31.12.2012
869	Лифты	Щёлковское ш., д.87, к.1	19.07.2012	31.12.2012
870	Подъемные платформы и работы по ММГН	Хабаровская ул., д.2	20.07.2012	31.12.2012
871	Лифты	Энтузиастов ш., д.100, к.5	12.04.2012	31.12.2012
872	Лифты	Кунцевская ул., д.4, к.1	12.04.2012	31.12.2012
873	Лифты	Высокая ул., д.5, к.2	06.12.2011	31.12.2012
874	Лифты	Каширское ш., д.128, к.1	07.08.2012	31.12.2012
875	Лифты	Чертановская ул., д.2/11	23.07.2012	31.12.2012
876	Лифты	Севастопольский просп., д.5, к.3	12.04.2012	31.12.2012
877	Лифты	Донецкая ул., д.8	23.07.2012	31.12.2012
878	Лифты	Хорошёвское ш., д.13а, к.1	17.07.2012	31.12.2012
879	Лифты	Шверника ул. д.3	11.07.2012	31.12.2012
880	Лифты	Шоссейная ул. (рн. Печатники), д.58, к.1	12.04.2012	31.12.2012
881	Подъемные платформы и работы по ММГН	Керамический пр., д.71, к.1	16.07.2012	31.12.2012
882	АУУ / УУТЭ	Профсоюзная ул. д.111 к.1	09.08.2012	31.12.2012
883	Лифты	Тёплый Стан ул. д.17	12.04.2012	31.12.2012
884	Лифты	Островитянова ул. д.28 к.1	17.07.2012	31.12.2012
885	Лифты	Островитянова ул. д.30 к.1	12.04.2012	31.12.2012
886	Ремонт фасадов ЦАО и исторической часть города	Козихинский Большой пер., д.12/2	27.06.2012	31.12.2012
887	Ремонт фасадов ЦАО и исторической часть города	Козихинский Большой пер., д.6	27.06.2012	31.12.2012
888	Лифты	Молдагуловой ул., д.28, к.1	19.07.2012	31.12.2012
889	Лифты	Свободный просп., д.9, к.1	12.04.2012	31.12.2012
890	Лифты	Молостовых ул., д.4, к.1	12.04.2012	31.12.2012
891	Лифты	Милашенкова ул., д.10а	06.12.2011	31.12.2012
892	Лифты	Астрадамская ул., д.6, к.1	13.04.2012	31.12.2012
893	Ремонт фасадов ЦАО и исторической часть города	Козихинский Большой пер., д.4	27.06.2012	31.12.2012
894	Подъемные платформы и работы по ММГН	Кирова пр., д.8	18.07.2012	31.12.2012
895	Лифты	Кирова пр., д.8	10.04.2012	31.12.2012
896	Лифты	Совхозная ул., д.6	12.04.2012	31.12.2012
897	Лифты	Ставропольская ул., д.36	23.07.2012	31.12.2012
898	Лифты	Липецкая ул., д.13	08.12.2011	31.12.2011
899	Лифты	Ташкентская ул., д.17, к.2	12.04.2012	31.12.2012
900	Лифты	Академика Анохина ул., д.38, к.3	23.07.2012	31.12.2012
901	Лифты	Академика Анохина ул., д.38, к.3	12.04.2012	31.12.2012
902	Капитальный ремонт	Голубинская ул. д.17/9	22.06.2012	31.12.2012
903	Лифты	Кустанайская ул., д.4, к.1	12.04.2012	31.12.2012
904	Лифты	Кустанайская ул., д.4, к.2	12.04.2012	31.12.2012
905	Лифты	Академика Арцимовича ул. д.8	11.07.2012	31.12.2012
906	Лифты	Бакинских Комиссаров 26-ти ул., д.12, к.1	12.04.2012	31.12.2012
907	Лифты	Обручева ул. д.20	12.04.2012	31.12.2012
908	Лифты	Обручева ул. д.18	12.04.2012	31.12.2012
909	Лифты	Новосибирская ул., д.6, к.2	19.07.2012	31.12.2012
910	Лифты	Елецкая ул., д.8, к.1	06.12.2011	31.12.2012
911	Подъемные платформы и работы по ММГН	Берингов пр., д.3	20.07.2012	31.12.2012
912	Лифты	Новинки ул., д.6, к.2	06.12.2011	31.12.2012
913	Лифты	Нагатинская наб., д.48/2	10.04.2012	31.12.2012
914	Лифты	Коломенская ул., д.25	12.04.2012	31.12.2012
915	Лифты	Кондратюка ул., д.9, к.2	30.07.2012	31.12.2012
916	Лифты	Санникова ул., д.9, к.1	13.04.2012	31.12.2012
917	Подъемные платформы и работы по ММГН	Нансена пр., д.5	21.03.2012	31.12.2012
918	Лифты	Хабаровская ул., д.22, к.2	19.07.2012	31.12.2012
919	Лифты	Хабаровская ул., д.22, к.2	12.04.2012	31.12.2012
920	Лифты	Хабаровская ул., д.14, к.2	19.07.2012	31.12.2012
921	Лифты	Хабаровская ул., д.14, к.2	12.04.2012	31.12.2012
922	Лифты	Коминтерна ул., д.26, к.2	12.04.2012	31.12.2012
923	Фасады с облегченной кладкой	Старослободская ул., д.3	20.07.2012	31.12.2012
924	Лифты	Энергетическая ул., д.20	23.07.2012	31.12.2012
925	Лифты	Энергетическая ул., д.20	12.04.2012	31.12.2012
926	Лифты	Авиамоторная ул., д.34, к.1	10.04.2012	31.12.2012
927	Лифты	Алтуфьевское ш., д.18г	10.04.2012	31.12.2012
928	Лифты	Симферопольский б-р, д.13б	12.04.2012	31.12.2012
929	Лифты	Симферопольский б-р, д.13б	23.07.2012	31.12.2012
930	Лифты	Окская ул., д.20, к.2	06.12.2011	31.12.2012
931	АУУ / УУТЭ	Коминтерна ул., д.20/2	09.08.2012	31.12.2012
932	Лифты	Паперника ул., д.7, к.2	12.04.2012	31.12.2012
933	Лифты	Сумская ул., д.12/17	12.04.2012	31.12.2012
934	Лифты	Чертановская ул., д.7, к.2	23.07.2012	31.12.2012
935	Лифты	Новочеркасский б-р, д.14	12.04.2012	31.12.2012
936	Лифты	Донецкая ул., д.1	23.07.2012	31.12.2012
937	Лифты	Новочеркасский б-р, д.5	10.04.2012	31.12.2012
938	Лифты	Перерва ул., д.12	23.07.2012	31.12.2012
939	Лифты	Донецкая ул., д.13	23.07.2012	31.12.2012
940	Лифты	Батайский пр., д.29	23.07.2012	31.12.2012
941	Лифты	Пожарский пер., д.8	10.04.2012	31.12.2012
942	Лифты	Тверская ул., д.17	10.04.2012	31.12.2012
943	Ремонт фасадов ЦАО и исторической часть города	Кузнецкий Мост ул., д.19	26.06.2012	31.12.2012
944	Лифты	Спасская Большая ул., д.6	12.04.2012	31.12.2012
945	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.16, стр.3	28.06.2012	31.12.2012
946	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.28	28.06.2012	31.12.2012
947	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.22	28.06.2012	31.12.2012
948	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.16	28.06.2012	31.12.2012
949	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.12	28.06.2012	31.12.2012
950	Лифты	Лестева ул., д.21, к.1	07.08.2012	31.12.2012
951	Лифты	Шаболовка ул., д.65, к.2	10.04.2012	31.12.2012
952	Лифты	Мытная ул., д.58	06.12.2011	31.12.2012
953	Лифты	Дубнинская ул., д.12, к.3	17.07.2012	31.12.2012
954	Лифты	Дубининская ул., д.11/17	10.04.2012	31.12.2012
955	Лифты	Дубнинская ул., д.12, к.3	12.04.2012	31.12.2012
956	Лифты	Ляпидевского ул., д.6, к.2	17.07.2012	31.12.2012
957	Лифты	Ленинградский просп., д.44	10.04.2012	31.12.2012
958	Лифты	Кутузовский просп., д.31	10.04.2012	31.12.2012
959	Подъемные платформы и работы по ММГН	Пресненский Вал ул., д.4/29	13.08.2012	31.12.2012
960	Подъемные платформы и работы по ММГН	Грузинская Малая ул., д.46	13.08.2012	31.12.2012
961	Лифты	Мосфильмовская ул., д.17/25	10.04.2012	31.12.2012
962	Лифты	Ленинский просп. д.99	12.04.2012	31.12.2012
963	Лифты	Ленинский просп. д.99	11.07.2012	31.12.2012
964	Лифты	Ленинский просп. д.70/11	12.04.2012	31.12.2012
965	Лифты	Ленинский просп. д.70/11	12.04.2012	31.12.2012
966	Лифты	Академика Волгина ул. д.23 к.1	11.07.2012	31.12.2012
967	Лифты	Обручева ул. д.14	12.04.2012	31.12.2012
968	Лифты	Введенского ул. д.10 к.1	12.04.2012	31.12.2012
969	Лифты	Ливенская ул. д.6	12.04.2012	31.12.2012
970	АУУ / УУТЭ	Римского-Корсакова ул., д.16	09.08.2012	31.12.2012
971	Лифты	Ясный пр., д.19	12.04.2012	31.12.2012
972	АУУ / УУТЭ	Дежнёва пр., д.34	09.08.2012	31.12.2012
973	Лифты	Милашенкова ул., д.10	06.12.2011	31.12.2012
974	Лифты	Милашенкова ул., д.10	12.04.2012	31.12.2012
975	Лифты	Руставели ул., д.1/2	10.04.2012	31.12.2012
976	Лифты	Милашенкова ул., д.12а	06.12.2011	31.12.2012
977	Лифты	Строгинский б-р, д.26, к.3	15.12.2011	31.12.2012
978	Лифты	Маршала Катукова ул., д.3, к.1	19.07.2012	31.12.2012
979	Подъемные платформы и работы по ММГН	Таллинская ул., д.20, к.3	20.07.2012	31.12.2012
980	Лифты	Ленинский просп., д.154	12.04.2012	31.12.2012
981	Лифты	Вешняковская ул., д.41, к.3	19.07.2012	31.12.2012
982	Лифты	Витебская ул., д.3, к.1	12.04.2012	31.12.2012
983	Лифты	Маршала Василевского ул., д.13	19.07.2012	31.12.2012
984	Лифты	Маршала Василевского ул., д.3, к.1	10.04.2012	31.12.2012
985	Лифты	Тепличный пер., д.7	10.04.2012	31.12.2012
986	Лифты	Академика Анохина ул., д.30, к.2	23.07.2012	31.12.2012
987	Лифты	Вернадского просп., д.109	12.04.2012	31.12.2012
988	Ремонт фасадов ЦАО и исторической часть города	Леонтьевский пер., д.14	28.06.2012	31.12.2012
989	Ремонт фасадов ЦАО и исторической часть города	Гоголевский б-р, д.8, стр.2	28.06.2012	31.12.2012
990	Ремонт фасадов ЦАО и исторической часть города	Головин Большой пер., д.10	26.06.2012	31.12.2012
991	Ремонт фасадов ЦАО и исторической часть города	Пушкарёв пер., д.16	28.06.2012	31.12.2012
992	Ремонт фасадов ЦАО и исторической часть города	Арбат ул., д.17	02.07.2012	31.12.2012
993	Подъемные платформы и работы по ММГН	Адмирала Лазарева ул. д.8	20.07.2012	31.12.2012
994	Лифты	Спасская Большая ул., д.10/1	10.04.2012	31.12.2012
995	Лифты	Елецкая ул., д.8, к.2	06.12.2011	31.12.2012
996	Ремонт фасадов ЦАО и исторической часть города	Трубная ул., д.29, стр.5	28.06.2012	31.12.2012
997	Лифты	Ленинский просп. д.73/8	12.04.2012	31.12.2012
998	Подъемные платформы и работы по ММГН	Южнобутовская ул. д.84 к.1	20.07.2012	31.12.2012
999	Подъемные платформы и работы по ММГН	Южнобутовская ул. д.50 к.1	20.07.2012	31.12.2012
1000	АУУ / УУТЭ	Южнобутовская ул. д.33	09.08.2012	31.12.2012
1001	Лифты	Профсоюзная ул. д.22/10 к.2	12.04.2012	31.12.2012
1002	Лифты	Академика Варги ул. д.8	11.07.2012	31.12.2012
1003	Лифты	Академика Варги ул. д.6	11.07.2012	31.12.2012
1004	Лифты	Тёплый Стан ул. д.27	12.04.2012	31.12.2012
1005	Капитальный ремонт	Академика Варги ул. д.28	14.02.2012	31.12.2012
1006	Лифты	Смоленская наб., д.2а	12.04.2012	31.12.2012
1007	Лифты	Северное Чертаново , д.5б	12.04.2012	31.12.2012
1008	Лифты	Северное Чертаново , д.7а	10.04.2012	31.12.2012
1009	Лифты	Северное Чертаново , д.2, к.202	23.07.2012	31.12.2012
1010	Лифты	Чертановская ул., д.48, к.1	12.04.2012	31.12.2012
1011	Лифты	Вешняковская ул., д.35/26	19.07.2012	31.12.2012
1012	Лифты	Мосфильмовская ул., д.2в	10.04.2012	31.12.2012
1013	Подъемные платформы и работы по ММГН	Щёлковское ш., д.26, к.3	23.07.2012	31.12.2012
1014	Лифты	Беловежская ул., д.53, к.2	12.04.2012	31.12.2012
1015	Подъемные платформы и работы по ММГН	Городецкая ул., д.13/19, к.1	20.07.2012	31.12.2012
1016	Лифты	Вешняковская ул., д.41, к.2	12.04.2012	31.12.2012
1017	Лифты	Вешняковская ул., д.41, к.2	19.07.2012	31.12.2012
1018	Лифты	Петрозаводская ул., д.19, к.1	17.07.2012	31.12.2012
1019	Лифты	Петрозаводская ул., д.19, к.1	12.04.2012	31.12.2012
1020	Лифты	Дубнинская ул., д.46	07.12.2011	31.12.2012
1021	Лифты	Довженко ул., д.12, к.1	12.04.2012	31.12.2012
1022	Лифты	Довженко ул., д.12, к.1	23.07.2012	31.12.2012
1023	Лифты	Крупской ул. д.14 к.2	12.04.2012	31.12.2012
1024	Лифты	Ленинский просп. д.71	12.04.2012	31.12.2012
1025	Лифты	Ленинский просп. д.69	12.04.2012	31.12.2012
1026	Лифты	Тёплый Стан ул. д.1	17.07.2012	31.12.2012
1027	Лифты	Профсоюзная ул. д.132 к.3	12.04.2012	31.12.2012
1028	Лифты	Островитянова ул. д.22 к.1	17.07.2012	31.12.2012
1029	Лифты	Островитянова ул. д.24 к.1	17.07.2012	31.12.2012
1030	Лифты	Академика Волгина ул. д.9 к.1	11.07.2012	31.12.2012
1031	Лифты	Алтуфьевское ш., д.40	30.07.2012	31.12.2012
1032	Лифты	Алтуфьевское ш., д.40	12.04.2012	31.12.2012
1033	Подъемные платформы и работы по ММГН	Шенкурский пр., д.10б	18.07.2012	31.12.2012
1034	Лифты	Белозерская ул., д.9	13.04.2012	31.12.2012
1035	Подъемные платформы и работы по ММГН	Корнейчука ул., д.58в	18.07.2012	31.12.2012
1036	Лифты	Шокальского пр., д.6	12.04.2012	31.12.2012
1037	Лифты	Шокальского пр., д.6	08.12.2011	31.12.2012
1038	Лифты	Неопалимовский 1-й пер., д.3/10	10.04.2012	31.12.2012
1039	Лифты	Лесная ул., д.63/43	10.04.2012	31.12.2012
1040	Ремонт фасадов ЦАО и исторической часть города	Афанасьевский Большой пер., д.17/7	29.06.2012	31.12.2012
1041	Лифты	Тверская ул., д.9	10.04.2012	31.12.2012
1042	Ремонт фасадов ЦАО и исторической часть города	Мясницкая ул., д.40а	26.06.2012	31.12.2012
1043	Ремонт фасадов ЦАО и исторической часть города	Огородная Слобода пер., д.14	26.06.2012	31.12.2012
1044	Лифты	Криворожская ул., д.7	07.08.2012	31.12.2012
1045	Лифты	Криворожская ул., д.7	12.04.2012	31.12.2012
1046	Лифты	Сумской пр., д.21, к.3	12.04.2012	31.12.2012
1047	Лифты	Сумской пр., д.8, к.2	23.07.2012	31.12.2012
1048	Лифты	Вавилова ул. д.17	12.04.2012	31.12.2012
1049	Лифты	Домодедовская ул., д.5, к.3	07.08.2012	31.12.2012
1050	Ремонт фасадов ЦАО и исторической часть города	Гончарная наб., д.3, стр.5	01.06.2012	27.08.2012
1051	Ремонт фасадов ЦАО и исторической часть города	Староконюшенный пер., д.43	28.06.2012	31.12.2012
1052	Капитальный ремонт	Кавказский б-р, д.39, к.1	17.05.2012	31.12.2012
1053	Лифты	Бакинская ул., д.16	10.04.2012	31.12.2012
1054	Лифты	Варшавское ш., д.154, к.4	10.04.2012	31.12.2012
1055	Лифты	Россошанская ул., д.11, к.2	12.04.2012	31.12.2012
1056	Лифты	Дорожная ул., д.28, к.2	10.04.2012	31.12.2012
1057	Лифты	Варшавское ш., д.70, к.2	10.04.2012	31.12.2012
1058	Лифты	Востряковский пр., д.15, к.4	07.08.2012	31.12.2012
1059	Лифты	Халтуринская ул., д.10, к.2	19.07.2012	31.12.2012
1060	Подъемные платформы и работы по ММГН	Факельный Большой пер., д.24	13.08.2012	31.12.2012
1061	Лифты	Лебедянская ул., д.21	06.12.2011	31.12.2012
1062	Подъемные платформы и работы по ММГН	Городецкая ул., д.8, к.1	20.07.2012	31.12.2012
1063	Лифты	Хользунова пер., д.10	12.04.2012	31.12.2012
1064	Лифты	Маршала Катукова ул., д.20, к.1	19.07.2012	31.12.2012
1065	АУУ / УУТЭ	Рублёвское ш., д.36, к.1	09.08.2012	31.12.2012
1066	Лифты	Говорова ул., д.13	23.07.2012	31.12.2012
1067	Лифты	Нелидовская ул., д.25, к.1	08.12.2011	31.12.2012
1068	Лифты	Химкинский б-р, д.7, к.1	08.12.2011	31.12.2012
1069	Лифты	Народного Ополчения ул., д.22, к.3	19.07.2012	31.12.2012
1070	Лифты	Сеславинская ул., д.24	12.04.2012	31.12.2012
1071	Лифты	Можайское ш., д.17	23.07.2012	31.12.2012
1072	Лифты	Можайское ш., д.17	12.04.2012	31.12.2012
1073	Лифты	Мичуринский Проспект, Олимпийская Деревня ул., д.21	23.07.2012	31.12.2012
1074	Лифты	Винницкая ул., д.13	23.07.2012	31.12.2012
1075	Лифты	Ленинский просп. д.123 к.3	12.04.2012	31.12.2012
1076	Лифты	Тёплый Стан ул. д.13 к.1	12.04.2012	31.12.2012
1077	Лифты	Тёплый Стан ул. д.13 к.1	17.07.2012	31.12.2012
1078	Лифты	Вернадского просп., д.95, к.3	12.04.2012	31.12.2012
1079	Лифты	Дубнинская ул., д.44, к.2	13.04.2012	31.12.2012
1080	АУУ / УУТЭ	Керамический пр., д.57, к.1	09.08.2012	31.12.2012
1081	Лифты	Илимская ул., д.4	12.04.2012	31.12.2012
1082	Лифты	Федора Полетаева ул., д.18	12.04.2012	31.12.2012
1083	Лифты	Профсоюзная ул. д.94	12.04.2012	31.12.2012
1084	Ремонт фасадов ЦАО и исторической часть города	Головин Большой пер., д.11, стр.1	26.06.2012	31.12.2012
1085	Лифты	Харитоньевский Большой пер., д.5/7	12.04.2012	31.12.2012
1086	Ремонт фасадов ЦАО и исторической часть города	Старосадский пер., д.9, стр.2	22.06.2012	31.12.2012
1087	Лифты	Нагорная ул. д.17 к.4	29.11.2011	31.12.2012
1088	Ремонт фасадов ЦАО и исторической часть города	Покровка ул., д.39, стр.1	28.06.2012	31.12.2012
1089	Лифты	Хохловский пер., д.10, стр.7	11.07.2012	31.12.2012
1090	Лифты	Октябрьская ул., д.105, к.1	13.04.2012	31.12.2012
1091	Фасады с облегченной кладкой	Энтузиастов ш., д.55	23.07.2012	31.12.2012
1092	Подъемные платформы и работы по ММГН	Исаковского ул., д.29, к.3	20.07.2012	31.12.2012
1093	Лифты	Винницкая ул., д.17	23.07.2012	31.12.2012
1094	Лифты	Академика Виноградова ул. д.6	11.07.2012	31.12.2012
1095	Лифты	Кронштадтский б-р, д.30, к.3	17.07.2012	31.12.2012
1096	Лифты	Ивана Бабушкина ул. д.23 к.2	12.04.2012	31.12.2012
1097	Лифты	Генерала Антонова ул. д.7 к.1	12.04.2012	31.12.2012
1098	Лифты	Алтуфьевское ш., д.32	12.04.2012	31.12.2012
1099	Лифты	Юрловский пр., д.1	12.04.2012	31.12.2012
1100	Лифты	Кантемировская ул., д.31, к.4	12.04.2012	31.12.2012
1101	Лифты	Маршала Захарова ул., д.14, к.1	10.04.2012	31.12.2012
1102	Лифты	Лихачёвский 3-й пер., д.7, к.1	12.04.2012	31.12.2012
1103	Лифты	Дмитровское ш., д.45, к.2	12.04.2012	31.12.2012
1104	Лифты	Милашенкова ул., д.12д	06.12.2011	31.12.2012
1105	Лифты	Милашенкова ул., д.12д	06.12.2011	31.12.2012
1106	Лифты	Лихачёвский 3-й пер., д.7, к.1	17.07.2012	31.12.2012
1107	Лифты	Маршала Василевского ул., д.1, к.2	10.04.2012	31.12.2012
1108	Лифты	Парковая 7-я ул., д.15, к.2	12.04.2012	31.12.2012
1109	Лифты	Тимирязевская ул., д.4/12	10.04.2012	31.12.2012
1110	Ремонт фасадов ЦАО и исторической часть города	Гранатный пер., д.11, стр.1	28.06.2012	31.12.2012
1111	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.16, стр.2	28.06.2012	31.12.2012
1112	Лифты	800-летия Москвы ул., д.5, к.1	17.07.2012	31.12.2012
1113	Подъемные платформы и работы по ММГН	Керамический пр., д.77, к.1	16.07.2012	31.12.2012
1114	Лифты	Коптевская ул., д.26, к.3	12.04.2012	31.12.2012
1115	Подъемные платформы и работы по ММГН	Дмитровский пр., д.18	20.07.2012	31.12.2012
1116	Лифты	Дмитровское ш., д.45, к.3	12.04.2012	31.12.2012
1117	Лифты	Халтуринская ул., д.14, к.4	19.07.2012	31.12.2012
1118	Лифты	Кленовый б-р, д.18	08.12.2011	31.12.2012
1119	Лифты	Якорная ул., д.5, к.2	12.04.2012	31.12.2012
1120	Лифты	Коломенская ул., д.13	12.04.2012	31.12.2012
1121	Лифты	Хлобыстова ул., д.16, к.2	10.04.2012	31.12.2012
1122	Ремонт фасадов ЦАО и исторической часть города	Пушкарёв пер., д.20/17	28.06.2012	31.12.2012
1123	Лифты	Коломенская ул., д.15	12.04.2012	31.12.2012
1124	Ремонт фасадов ЦАО и исторической часть города	Староконюшенный пер., д.10/10, стр.1	28.06.2012	31.12.2012
1125	Лифты	Санникова ул., д.3, к.1	13.04.2012	31.12.2012
1126	Лифты	Санникова ул., д.1	13.04.2012	31.12.2012
1127	Лифты	Римского-Корсакова ул., д.22	13.04.2012	31.12.2012
1128	Лифты	Якушкина пр., д.6	10.04.2012	31.12.2012
1129	Лифты	Кадомцева пр., д.21	12.04.2012	31.12.2012
1130	Капитальный ремонт	Широкая ул., д.5, к.1	01.12.2011	31.12.2012
1131	Капитальный ремонт	Широкая ул., д.5, к.2	01.12.2011	31.12.2012
1132	Лифты	Студёный пр., д.32, к.1	10.04.2012	31.12.2012
1133	Лифты	Шокальского пр., д.63, к.2	10.04.2012	31.12.2012
1134	Лифты	Шокальского пр., д.67, к.1	10.04.2012	31.12.2012
1135	Лифты	Тверская-Ямская 1-я ул., д.20	10.04.2012	31.12.2012
1136	Капитальный ремонт	Широкая ул., д.7, к.7	01.12.2011	31.12.2012
1137	Лифты	Тверская-Ямская 4-я ул., д.26/8	12.04.2012	31.12.2012
1138	Лифты	Тверская-Ямская 4-я ул., д.6/12	10.04.2012	31.12.2012
1139	Ремонт фасадов ЦАО и исторической часть города	Петровский б-р, д.17/1	28.06.2012	31.12.2012
1140	Ремонт фасадов ЦАО и исторической часть города	Страстной б-р, д.4/3, стр.3	28.06.2012	31.12.2012
1141	Ремонт фасадов ЦАО и исторической часть города	Бронная Малая ул., д.20, стр.1	02.07.2012	31.12.2012
1142	Ремонт фасадов ЦАО и исторической часть города	Спиридоньевский пер., д.12/9	27.06.2012	31.12.2012
1143	Ремонт фасадов ЦАО и исторической часть города	Палашёвский Большой пер., д.1/14, стр.1	27.06.2012	31.12.2012
