№ строки	Название объекта ремонта	Адрес	Дата начала работ	Дата окончания работ
906	Ремонт фасадов ЦАО и исторической часть города	Чистопрудный б-р, д.12, стр.4	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
907	Лифты	Дмитровское ш., д.29, к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
908	Лифты	Клязьминская ул., д.21, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
909	Лифты	Вучетича ул., д.16, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
910	Лифты	Петровско-Разумовский пр., д.9	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
911	Лифты	Плющиха ул., д.42	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
912	Подъемные платформы и работы по ММГН	Плющиха ул., д.42	2012-08-13 04:00:00.0	2012-12-31 04:00:00.0
913	Лифты	Новинский б-р, д.15	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
914	Лифты	Красноармейская ул., д.10, к.2	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
915	Лифты	Красноармейская ул., д.2, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
916	Лифты	Бескудниковский б-р, д.36, к.3	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
917	Лифты	Алтуфьевское ш., д.87	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
918	АУУ / УУТЭ	Алтуфьевское ш., д.87	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
919	Лифты	Яблочкова ул., д.41б	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
920	Лифты	Новоостаповская ул., д.4, к.1	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
921	Лифты	Лебедянская ул., д.13	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
922	Лифты	Парковая 7-я ул., д.28	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
923	Лифты	Тихорецкий б-р, д.12, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
924	Подъемные платформы и работы по ММГН	Перерва ул., д.50	2012-07-20 04:00:00.0	2012-07-27 04:00:00.0
925	АУУ / УУТЭ	Люблинская ул., д.159	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
926	Лифты	Щёлковское ш., д.87, к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
927	Подъемные платформы и работы по ММГН	Хабаровская ул., д.2	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
928	Лифты	Энтузиастов ш., д.100, к.5	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
929	Лифты	Кунцевская ул., д.4, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
930	Лифты	Высокая ул., д.5, к.2	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
931	Лифты	Каширское ш., д.128, к.1	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
932	Лифты	Чертановская ул., д.2/11	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
933	Лифты	Севастопольский просп., д.5, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
934	Лифты	Донецкая ул., д.8	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
935	Лифты	Хорошёвское ш., д.13а, к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
936	Лифты	Шверника ул. д.3	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
937	Лифты	Шоссейная ул. (рн. Печатники), д.58, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
938	Подъемные платформы и работы по ММГН	Керамический пр., д.71, к.1	2012-07-16 04:00:00.0	2012-12-31 04:00:00.0
939	АУУ / УУТЭ	Профсоюзная ул. д.111 к.1	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
940	Лифты	Тёплый Стан ул. д.17	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
941	Лифты	Островитянова ул. д.28 к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
942	Лифты	Островитянова ул. д.30 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
943	Ремонт фасадов ЦАО и исторической часть города	Козихинский Большой пер., д.12/2	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
944	Ремонт фасадов ЦАО и исторической часть города	Козихинский Большой пер., д.6	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
945	Лифты	Молдагуловой ул., д.28, к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
946	Лифты	Свободный просп., д.9, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
947	Лифты	Молостовых ул., д.4, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
948	Лифты	Милашенкова ул., д.10а	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
949	Лифты	Астрадамская ул., д.6, к.1	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
950	Ремонт фасадов ЦАО и исторической часть города	Козихинский Большой пер., д.4	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
951	Подъемные платформы и работы по ММГН	Кирова пр., д.8	2012-07-18 04:00:00.0	2012-12-31 04:00:00.0
952	Лифты	Кирова пр., д.8	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
953	Лифты	Совхозная ул., д.6	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
954	Лифты	Ставропольская ул., д.36	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
955	Лифты	Липецкая ул., д.13	2011-12-08 04:00:00.0	2011-12-31 04:00:00.0
956	Лифты	Ташкентская ул., д.17, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
957	Лифты	Академика Анохина ул., д.38, к.3	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
958	Лифты	Академика Анохина ул., д.38, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
959	Капитальный ремонт	Голубинская ул. д.17/9	2012-06-22 04:00:00.0	2012-12-31 04:00:00.0
960	Лифты	Кустанайская ул., д.4, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
961	Лифты	Кустанайская ул., д.4, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
962	Лифты	Академика Арцимовича ул. д.8	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
963	Лифты	Бакинских Комиссаров 26-ти ул., д.12, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
964	Лифты	Обручева ул. д.20	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
965	Лифты	Обручева ул. д.18	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
966	Лифты	Новосибирская ул., д.6, к.2	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
967	Лифты	Елецкая ул., д.8, к.1	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
968	Подъемные платформы и работы по ММГН	Берингов пр., д.3	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
969	Лифты	Новинки ул., д.6, к.2	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
970	Лифты	Нагатинская наб., д.48/2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
971	Лифты	Коломенская ул., д.25	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
972	Лифты	Кондратюка ул., д.9, к.2	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
973	Лифты	Санникова ул., д.9, к.1	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
974	Подъемные платформы и работы по ММГН	Нансена пр., д.5	2012-03-21 04:00:00.0	2012-12-31 04:00:00.0
975	Лифты	Хабаровская ул., д.22, к.2	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
976	Лифты	Хабаровская ул., д.22, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
977	Лифты	Хабаровская ул., д.14, к.2	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
978	Лифты	Хабаровская ул., д.14, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
979	Лифты	Коминтерна ул., д.26, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
980	Фасады с облегченной кладкой	Старослободская ул., д.3	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
981	Лифты	Энергетическая ул., д.20	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
982	Лифты	Энергетическая ул., д.20	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
983	Лифты	Авиамоторная ул., д.34, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
984	Лифты	Алтуфьевское ш., д.18г	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
985	Лифты	Симферопольский б-р, д.13б	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
986	Лифты	Симферопольский б-р, д.13б	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
987	Лифты	Окская ул., д.20, к.2	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
988	АУУ / УУТЭ	Коминтерна ул., д.20/2	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
989	Лифты	Паперника ул., д.7, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
990	Лифты	Сумская ул., д.12/17	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
991	Лифты	Чертановская ул., д.7, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
992	Лифты	Новочеркасский б-р, д.14	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
993	Лифты	Донецкая ул., д.1	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
994	Лифты	Новочеркасский б-р, д.5	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
995	Лифты	Перерва ул., д.12	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
996	Лифты	Донецкая ул., д.13	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
997	Лифты	Батайский пр., д.29	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
998	Лифты	Пожарский пер., д.8	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
999	Лифты	Тверская ул., д.17	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1000	Ремонт фасадов ЦАО и исторической часть города	Кузнецкий Мост ул., д.19	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1001	Лифты	Спасская Большая ул., д.6	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1002	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.16, стр.3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1003	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.28	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1004	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.22	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1005	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.16	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1006	Ремонт фасадов ЦАО и исторической часть города	Ленинский просп., д.12	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1007	Лифты	Лестева ул., д.21, к.1	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
1008	Лифты	Шаболовка ул., д.65, к.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1009	Лифты	Мытная ул., д.58	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1010	Лифты	Дубнинская ул., д.12, к.3	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1011	Лифты	Дубининская ул., д.11/17	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1012	Лифты	Дубнинская ул., д.12, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1013	Лифты	Ляпидевского ул., д.6, к.2	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1014	Лифты	Ленинградский просп., д.44	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1015	Лифты	Кутузовский просп., д.31	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1016	Подъемные платформы и работы по ММГН	Пресненский Вал ул., д.4/29	2012-08-13 04:00:00.0	2012-12-31 04:00:00.0
1017	Подъемные платформы и работы по ММГН	Грузинская Малая ул., д.46	2012-08-13 04:00:00.0	2012-12-31 04:00:00.0
1018	Лифты	Мосфильмовская ул., д.17/25	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1019	Лифты	Ленинский просп. д.99	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1020	Лифты	Ленинский просп. д.99	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1021	Лифты	Ленинский просп. д.70/11	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1022	Лифты	Ленинский просп. д.70/11	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1023	Лифты	Академика Волгина ул. д.23 к.1	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1024	Лифты	Обручева ул. д.14	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1025	Лифты	Введенского ул. д.10 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1026	Лифты	Ливенская ул. д.6	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1027	АУУ / УУТЭ	Римского-Корсакова ул., д.16	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
1028	Лифты	Ясный пр., д.19	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1029	АУУ / УУТЭ	Дежнёва пр., д.34	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
1030	Лифты	Милашенкова ул., д.10	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1031	Лифты	Милашенкова ул., д.10	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1032	Лифты	Руставели ул., д.1/2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1033	Лифты	Милашенкова ул., д.12а	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1034	Лифты	Строгинский б-р, д.26, к.3	2011-12-15 04:00:00.0	2012-12-31 04:00:00.0
1035	Лифты	Маршала Катукова ул., д.3, к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1036	Подъемные платформы и работы по ММГН	Таллинская ул., д.20, к.3	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1037	Лифты	Ленинский просп., д.154	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1038	Лифты	Вешняковская ул., д.41, к.3	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1039	Лифты	Витебская ул., д.3, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1040	Лифты	Маршала Василевского ул., д.13	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1041	Лифты	Маршала Василевского ул., д.3, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1042	Лифты	Тепличный пер., д.7	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1043	Лифты	Остроумовская Малая ул., д.1б	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1044	Лифты	Пугачёвская 2-я ул., д.10, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1045	Лифты	Сокольнический Вал ул., д.24, к.3	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1046	Лифты	Шарикоподшипниковская ул., д.6/14	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1047	Лифты	Новочеркасский б-р, д.11	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1048	Лифты	Борисовский пр., д.36, к.3	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1049	Лифты	Маршала Голованова ул., д.18	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1050	Лифты	Маршала Голованова ул., д.18	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1051	Подъемные платформы и работы по ММГН	Бирюлёвская ул., д.47, к.1	2012-07-18 04:00:00.0	2012-12-31 04:00:00.0
1052	Лифты	Маршала Бирюзова ул., д.10, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1053	Лифты	Тёплый Стан ул. д.5 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1054	Лифты	Земледельческий пер., д.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1055	Фасады с облегченной кладкой	Петрозаводская ул., д.8	2012-08-19 04:00:00.0	2012-12-31 04:00:00.0
1056	Лифты	Ботанический пер., д.12	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1057	Ремонт фасадов ЦАО и исторической часть города	Бронная Малая ул., д.20а	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1058	Ремонт фасадов ЦАО и исторической часть города	Спиридоньевский пер., д.10а	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1059	Ремонт фасадов ЦАО и исторической часть города	Гоголевский б-р, д.8, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1060	Ремонт фасадов ЦАО и исторической часть города	Знаменский Малый пер., д.7/10, стр.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1061	Ремонт фасадов ЦАО и исторической часть города	Староконюшенный пер., д.5/14	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1062	Фасады с облегченной кладкой	Зоологическая ул., д.28, к.2	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1063	Фасады с облегченной кладкой	Климашкина ул., д.19	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1064	Ремонт фасадов ЦАО и исторической часть города	Плотников пер., д.6/8	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1065	Ремонт фасадов ЦАО и исторической часть города	Плотников пер., д.2/8	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1066	Фасады с облегченной кладкой	Зоологическая ул., д.4	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1067	Ремонт фасадов ЦАО и исторической часть города	Уланский пер., д.19	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1068	Лифты	Лихачёвский 3-й пер., д.7, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1069	Лифты	Дмитровское ш., д.45, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1070	Лифты	Милашенкова ул., д.12д	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1071	Лифты	Милашенкова ул., д.12д	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1072	Лифты	Лихачёвский 3-й пер., д.7, к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1073	Лифты	Маршала Василевского ул., д.1, к.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1074	Лифты	Парковая 7-я ул., д.15, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1075	Лифты	Тимирязевская ул., д.4/12	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1076	Ремонт фасадов ЦАО и исторической часть города	Гранатный пер., д.11, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1077	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.16, стр.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1078	Лифты	800-летия Москвы ул., д.5, к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1079	Подъемные платформы и работы по ММГН	Керамический пр., д.77, к.1	2012-07-16 04:00:00.0	2012-12-31 04:00:00.0
1080	Лифты	Коптевская ул., д.26, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1081	Подъемные платформы и работы по ММГН	Дмитровский пр., д.18	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1082	Лифты	Дмитровское ш., д.45, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1083	Лифты	Халтуринская ул., д.14, к.4	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1084	Лифты	Кленовый б-р, д.18	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
1085	Лифты	Якорная ул., д.5, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1086	Лифты	Коломенская ул., д.13	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1087	Лифты	Хлобыстова ул., д.16, к.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1088	Ремонт фасадов ЦАО и исторической часть города	Пушкарёв пер., д.20/17	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1089	Лифты	Коломенская ул., д.15	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1090	Ремонт фасадов ЦАО и исторической часть города	Староконюшенный пер., д.10/10, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1091	Лифты	Санникова ул., д.3, к.1	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
1092	Лифты	Санникова ул., д.1	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
1093	Лифты	Римского-Корсакова ул., д.22	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
1094	Лифты	Якушкина пр., д.6	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1095	Лифты	Кадомцева пр., д.21	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1096	Капитальный ремонт	Широкая ул., д.5, к.1	2011-12-01 04:00:00.0	2012-12-31 04:00:00.0
1097	Ремонт фасадов ЦАО и исторической часть города	Земляной Вал ул., д.1/4, стр.1	2012-06-01 04:00:00.0	2012-08-27 04:00:00.0
1098	Лифты	Новослободская ул., д.62, к.17	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1099	Лифты	Новолесная ул., д.18, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1100	Ремонт фасадов ЦАО и исторической часть города	Жуковского ул., д.19/7, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1101	Лифты	Каширское ш., д.84, к.1	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
1102	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.7	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1103	Лифты	Мусы Джалиля ул., д.17, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1104	Лифты	Коломенский пр., д.14, к.1	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
1105	Лифты	Коломенский пр., д.14, к.1	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1106	Лифты	Короленко ул., д.4/14	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1107	Лифты	Старослободская ул., д.16/17	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1108	Лифты	Университетский просп., д.21, к.3	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1109	Ремонт фасадов ЦАО и исторической часть города	Цветной б-р, д.21, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1110	Лифты	Таганская ул., д.31/22	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1111	Лифты	Таганская ул., д.31/22	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1112	Лифты	Остроумовская Малая ул., д.1/10	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1113	Лифты	Волгоградский просп., д.145/8	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1114	Лифты	Стройковская ул., д.12, к.2	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1115	Лифты	Хромова ул., д.7/1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1116	Ремонт фасадов ЦАО и исторической часть города	Старый Толмачёвский пер., д.17, стр.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1117	Лифты	Рассказовская ул., д.26	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1118	Лифты	Винницкая ул., д.5	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1119	Лифты	Мичуринский Проспект, Олимпийская Деревня ул., д.20	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1120	Лифты	Вернадского просп., д.113	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1121	Лифты	Напрудная 1-я ул., д.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1122	Лифты	Стартовая ул., д.33	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1123	Капитальный ремонт	Минусинская ул., д.8	2012-07-16 04:00:00.0	2012-12-31 04:00:00.0
1124	Лифты	Заповедная ул., д.6	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
1125	Лифты	Заповедная ул., д.10	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
1126	Лифты	Шокальского пр., д.2а	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
1127	Ремонт фасадов ЦАО и исторической часть города	Мясницкая ул., д.40а	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1128	Ремонт фасадов ЦАО и исторической часть города	Огородная Слобода пер., д.14	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1129	Лифты	Криворожская ул., д.7	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
1130	Лифты	Криворожская ул., д.7	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1131	Лифты	Сумской пр., д.21, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1132	Лифты	Сумской пр., д.8, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1133	Лифты	Вавилова ул. д.17	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1134	Лифты	Домодедовская ул., д.5, к.3	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
1135	Ремонт фасадов ЦАО и исторической часть города	Гончарная наб., д.3, стр.5	2012-06-01 04:00:00.0	2012-08-27 04:00:00.0
1136	Ремонт фасадов ЦАО и исторической часть города	Староконюшенный пер., д.43	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1137	Капитальный ремонт	Кавказский б-р, д.39, к.1	2012-05-17 04:00:00.0	2012-12-31 04:00:00.0
1138	Лифты	Бакинская ул., д.16	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1139	Лифты	Варшавское ш., д.154, к.4	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1140	Лифты	Россошанская ул., д.11, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1141	Лифты	Дорожная ул., д.28, к.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1142	Лифты	Варшавское ш., д.70, к.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1143	Лифты	Востряковский пр., д.15, к.4	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
1144	Лифты	Халтуринская ул., д.10, к.2	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1145	Подъемные платформы и работы по ММГН	Факельный Большой пер., д.24	2012-08-13 04:00:00.0	2012-12-31 04:00:00.0
1146	Лифты	Лебедянская ул., д.21	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1147	Подъемные платформы и работы по ММГН	Городецкая ул., д.8, к.1	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1148	Лифты	Хользунова пер., д.10	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1149	Лифты	Маршала Катукова ул., д.20, к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1150	АУУ / УУТЭ	Рублёвское ш., д.36, к.1	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
1151	Лифты	Говорова ул., д.13	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1152	Лифты	Нелидовская ул., д.25, к.1	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
1153	Лифты	Химкинский б-р, д.7, к.1	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
