№ строки	Название	Адрес	Дата начала строительства	Дата окончания строительства
277	Мероприятия центра борьбы с пробками 1-й этап	УДС Липецкая ул. - Лебедянская ул. Москворечье ул. - Котляковская ул.	20120712	20121231
278	Мероприятия центра борьбы с пробками 1-й этап	УДС Булатниковская ул. - Востряковский пр........Садовники ул. Липецкая ул. - 6-я Радиальная ул.	20120712	20121231
279	Мероприятия центра борьбы с пробками 1-й этап	УДС Андропова просп. у ст.м. Коломенская Харьковская ул. - Медынская ул.	20120712	20121231
280	Мероприятия центра борьбы с пробками 1-й этап	УДС Борисовские пруды ул. - Наташинский пр. Новоданиловская наб. Андропова просп.	20120712	20121231
281	Мероприятия центра борьбы с пробками 1-й этап	УДС Малая Филевская ул. - Полосухина ул......Центральная ул. - Аэрофлотская ул.	20120712	20121231
282	Мероприятия центра борьбы с пробками 1-й этап	УДС Дербеневская ул. д. 9 Брусилова ул. , д.15 Голубинская ул. – Новоясеневский пр-т Одесская ул. Болотниковская ул.	20120712	20121231
283	Мероприятия центра борьбы с пробками 1-й этап	УДС Волгоградский пр-т – Ташкентская ул.Артамонова ул. Кутузовский пр-т – ул. Минская Ярцевская ул. - Партизанская ул.	20120712	20121231
284	Мероприятия центра борьбы с пробками 1-й этап	УДС Алабяна ул.  – ул. Зорге Бескудниковский бул.......Тимирязевская ул. – Красностуденческий пр-д  МКАД 68 км	20120712	20121231
285	Мероприятия центра борьбы с пробками 1-й этап	УДС ул.Дубнинская	20120712	20121231
286	Парковочное пространство на УДС	УДС Дмитровка М. ул. - Цветной бульвар пр1 титул 2012	20120727	20121231
287	Формирование пилотной зоны платного паркования	УДС ул.Петровка-Каретный ряд	20121112	20121231
288	Устройство ограждений для ОРП	ОРП Юных Ленинцев ул., д.108, с.1	20121029	20121231
289	Устройство ограждений для ОРП	ОРП Веневская ул., д.2	20121024	20121231
290	Мероприятия центра борьбы с пробками 2-й этап	УДС ул. Авиаторов - ул. Родниковая (устройство а/д)	20121019	20121231
291	Мероприятия центра борьбы с пробками 2-й этап	УДС ул. Архитектора Власова - ул. Наметкина (расширение проезжей части)	20121019	20121231
292	Мероприятия центра борьбы с пробками 2-й этап	УДС ул. Дорожная (в районе 1-го Дорожного проезда) (устройство а/д),  МКАД 27 км  (устройство а/д)	20121019	20121231
293	Мероприятия центра борьбы с пробками 2-й этап	УДС ул. Тагильская - ул. Амурская (устройство а/д)	20121019	20121231
294	Мероприятия центра борьбы с пробками 2-й этап	УДС Голубинс. ул.-Тарусская ул.-Ясногорская ул (устр. разворота), ул.Брусилова- ул. Обводная дорога (устр. разворота), МКАД 38 КМ (устр. разворота), Ленинский просп.- ул. Стасовой (расш. Пр. части), Обручева ул.-ул.Введенского (расш. Пр. части)	20121015	20121231
295	Устройство ограждений для ОРП	ОРП Федосьино ул., д.5	20121026	20121231
296	Комплексное обустройство 43 улиц	УДС Херсонская ул.	20120806	20121231
297	Комплексное обустройство 43 улиц	УДС Херсонская ул.	20120806	20121231
298	Комплексное обустройство 43 улиц	УДС Осенняя ул.	20120727	20121231
299	Комплексное обустройство 43 улиц	УДС Покрышкина ул.	20120802	20121231
300	Комплексное обустройство 43 улиц	УДС Покрышкина ул.	20120820	20121231
301	Комплексное обустройство 43 улиц	УДС Скульптора Мухиной ул.	20120723	20121231
302	Комплексное обустройство 43 улиц	УДС Чоботовская ул.	20120723	20121231
303	Комплексное обустройство 43 улиц	УДС Андреевка ул.(рн.Крюково)	20120727	20121231
304	Комплексное обустройство 43 улиц	УДС 4921 пр.(рн.Савелкин)	20120723	20121231
305	Комплексное обустройство 43 улиц	УДС Болдов Ручей ул.(рн.Силино)	20120806	20121231
306	Мероприятия центра борьбы с пробками 1-й этап	УДС Верхние Поля ул. - Марьинский парк ул.	20120809	20121231
307	Мероприятия центра борьбы с пробками 1-й этап	УДС Борисовские Пруды ул. - Проектируемый пр. №5396	20120712	20121231
308	Мероприятия центра борьбы с пробками 1-й этап	УДС Семёновская Большая ул.	20120711	20121231
309	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Абрамцевская ул., д.1, 3, 10, 16, 24	20120706	20121231
310	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Бибиревская ул., д.7, к.1	20120629	20121231
311	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Корнейчука ул., д.47, 54	20120706	20121231
312	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Корнейчука ул., ост. Поликлиника	20120706	20121231
313	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Павла Корчагина ул., д.8	20120629	20121231
314	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Римского-Корсакова ул., д.20, 13а	20120703	20121231
315	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Нансена пр., ул. Снежная до пр. Серебрякова	20120813	20121231
316	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Инженерная ул., д.7, 22	20120706	20121231
317	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС проезд №6108, соединяющий ул. Полярная и Шокальского пр.	20120629	20121231
318	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Северодвинская ул., д.11	20120706	20121231
319	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС остановка Улица Римского-Корсакова	20120706	20121231
320	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Молодцова ул. - остановка Завод мостовых конструкций	20120716	20121231
321	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Полярная ул. (на остановке Поликлиника с нечетной стороны улицы)	20120718	20121231
322	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Полярная ул. (на остановке Поликлиника с четной стороны улицы)	20120620	20121231
323	Комплексное обустройство 57 улиц	УДС Каргопольская ул.	20120808	20121231
324	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Каргопольская ул.	20120806	20121231
325	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Игарский пр.	20120806	20121231
326	Разовые мероприятия (по поручению мэра)	ПП Проектируемый пр., 5108	20120724	20121231
327	Разовые мероприятия (по поручению мэра)	ПП Проектируемый пр., 5108	20120724	20121231
328	Разовые мероприятия (по поручению мэра)	ПП Проектируемый пр., 5108	20120810	20121231
329	Разовые мероприятия (по поручению мэра)	ПП Профсоюзная ул. вл.125	20120829	20121231
330	Разовые мероприятия (по поручению мэра)	ПП Продольный пр. (ч.1 и 2)	20120908	20121231
331	Разовые мероприятия (по поручению мэра)	ПП Сергея Эйзенштейна ул., напротив вл.8	20120908	20121231
332	Комплексное обустройство 57 улиц	УДС Двинцев ул.	20120809	20121231
333	Комплексное обустройство 57 улиц	УДС Корнейчука ул.	20120802	20121231
334	Комплексное обустройство 57 улиц	УДС Маломосковская ул.	20120809	20121231
335	Комплексное обустройство 57 улиц	УДС Нансена пр-д	20120813	20121231
336	Комплексное обустройство 57 улиц	УДС Полярная ул.	20120808	20121231
337	Комплексное обустройство 57 улиц	УДС Римского - Корсакова ул.	20120802	20121231
338	Комплексное обустройство 57 улиц	УДС Северодвинская ул.	20120813	20121231
339	Комплексное обустройство 57 улиц	УДС Якушкина пр-д	20120803	20121231
340	Комплексное обустройство 57 улиц	УДС Авиамоторная ул.	20120802	20121231
341	Комплексное обустройство 57 улиц	УДС Волжский бул.	20120803	20121231
342	Комплексное обустройство 57 улиц	УДС Краснодарская ул.	20120810	20121231
343	Комплексное обустройство 57 улиц	УДС Краснодарская ул.	20120810	20121231
344	Комплексное обустройство 57 улиц	УДС Краснодонская ул.	20120803	20121231
345	Комплексное обустройство 57 улиц	УДС Краснодонская ул.	20120803	20121231
346	Комплексное обустройство 57 улиц	УДС Саратовская ул.	20120821	20121231
347	Комплексное обустройство 57 улиц	УДС Совхозная ул.	20120803	20121231
348	Комплексное обустройство 57 улиц	УДС Ставропольская ул.	20120813	20121231
349	Комплексное обустройство 57 улиц	УДС Судакова ул.	20120821	20121231
350	Комплексное обустройство 57 улиц	УДС Федора Полетаева ул.	20120803	20121231
351	Комплексное обустройство 57 улиц	УДС Шоссейная ул.	20120803	20121231
352	Комплексное обустройство 57 улиц	УДС Юных Ленинцев ул.	20120803	20121231
353	Комплексное обустройство 57 улиц	УДС Борисовский пр-д	20120924	20121231
354	Комплексное обустройство 57 улиц	УДС Академика Капицы ул.	20120924	20121231
355	Комплексное обустройство 57 улиц	УДС Винокурова ул.	20120813	20121231
356	Комплексное обустройство 57 улиц	УДС Керченская ул.	20120927	20121231
357	Комплексное обустройство 57 улиц	УДС Опарина ул.	20120803	20121231
358	Комплексное обустройство 57 улиц	УДС 50 лет Октября ул.	20120803	20121231
359	Комплексное обустройство 57 улиц	УДС Генерала Антонова ул.	20120921	20121231
360	Комплексное обустройство 57 улиц	УДС Главмосстроя ул.	20120803	20121231
361	Комплексное обустройство 57 улиц	УДС Кременчугская ул.	20120803	20121231
362	Комплексное обустройство 57 улиц	УДС Молодогвардейская ул.	20120803	20121231
363	Комплексное обустройство 57 улиц	УДС Молодогвардейская ул.	20120803	20121231
364	Комплексное обустройство 57 улиц	УДС Новопеределкинская ул.	20120730	20121231
365	Комплексное обустройство 57 улиц	УДС Партизанская ул.	20120803	20121231
366	Комплексное обустройство 57 улиц	УДС Полоцкая ул.	20120803	20121231
367	Комплексное обустройство 57 улиц	УДС Приречная ул.	20120730	20121231
368	Комплексное обустройство 57 улиц	УДС Тропаревская ул.	20120730	20121231
369	Комплексное обустройство 57 улиц	УДС Шолохова ул.	20120802	20121231
370	Комплексное обустройство 57 улиц	УДС Крюково р-он, Логвиненко ул.	20120809	20121231
371	Комплексное обустройство 57 улиц	УДС Крюково р-он, проезд №657	20120806	20121231
372	Комплексное обустройство 57 улиц	УДС Матушкино р-он, Центральный пр-т, корп. 117	20120802	20121231
373	Передаваемые проекты ЗАО и ЗелАО,СВАО	УДС Амундсена ул. от пр. Серебрякова до ул. Снежная	20120718	20121231
374	Разовые мероприятия (по поручению мэра)	УДС Люберецкие поля  (в месте пересечения вновь организуемого автоб.маршрута с маршрутом № 726)	20120809	20121231
375	Разовые мероприятия (по поручению мэра)	ПП м. Красногвардейская, Ореховый бульвар, д. 24-2А	20120817	20121231
376	Разовые мероприятия (по поручению мэра)	ПП м. Бульвар Адмирала Ушакова, от станции метро до ул. Веневская, вдоль ул. Адмирала Лазарева	20120817	20121231
377	Разовые мероприятия (по поручению мэра)	ПП м. Выхино, Рязанский пр-т, вл. 99	20120817	20121231
378	Разовые мероприятия (по поручению мэра)	ПП м. Измайловская, Измайловский пр, вл. 49	20120817	20121231
379	Обустройство полос для пассажир. тр-а с делиниатором	УДС Пролетарский просп. (от ул. Кантемировская до пересечения с Каширским шоссе (при следовании в центр)	20120816	20121231
