0_uidnftn;1_Название;0_label;0_address;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Линия;1_Статус;Вестибюль;1_Время отправления первого и последнего поездов по четным дням;1_Время отправления первого и последнего поездов в нечетные дни;1_Количество БПА (Билетопечатающих автоматов);1_Эскалаторы. Плановая дата замены/ремонта;1_Эскалаторы. Тип до и после ремонта;1_Эскалаторы. Высота подъема. (м);1_Эскалаторы. Количество до и после замены;0_moddate;0_moduser;1_Тип БПА (Билетопечатающего автомата)
1921;Сокольники                                                                                                                                                                                                                                                    ;Сокольники                                                                                                                                                                                                                                                    ;                                                                                                                                                                                                                                                              ;37,67947141;55,78922056;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Сокольническая                                    ;Действующая         ;Сокольники                                        ;"в четные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-42; 1й поезд по 1му пути: 5-37-20. по второму пути: 5-43-00; последний поезд по первому пути: 1-12-00. по второму пути: 1-34-00                                                     ";"в нечетные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-42; 1й поезд по 1му пути: 5-37-20. по второму пути: 5-43-00; последний поезд по первому пути: 1-12-00. по второму пути: 1-34-00                                                   ";0;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 0 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1922;Спортивная                                                                                                                                                                                                                                                    ;Спортивная                                                                                                                                                                                                                                                    ;                                                                                                                                                                                                                                                              ;37,56204223;55,72244671;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Сокольническая                                    ;Действующая         ;Спортивная                              ;"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-38; 1й поезд по 1му пути: 5-49-00. по второму пути: 5-46-45; последний поезд по первому пути: 1-33-00. по второму пути: 1-14-30                                                     ";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-38; 1й поезд по 1му пути: 5-49-00. по второму пути: 5-46-45; последний поезд по первому пути: 1-33-00. по второму пути: 1-14-30                                                   ";4;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1923;Спортивная                                                                                                                                                                                                                                                    ;Спортивная                                                                                                                                                                                                                                                    ;                                                                                                                                                                                                                                                              ;37,56583549;55,72401129;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Сокольническая                                    ;Действующая         ;Спортивная                              ;"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-38; 1й поезд по 1му пути: 5-49-00. по второму пути: 5-46-45; последний поезд по первому пути: 1-33-00. по второму пути: 1-14-30                                                     ";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-38; 1й поезд по 1му пути: 5-49-00. по второму пути: 5-46-45; последний поезд по первому пути: 1-33-00. по второму пути: 1-14-30                                                   ";4;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1924;Сретенский Бульвар                                                                                                                                                                                                                                            ;Сретенский Бульвар                                                                                                                                                                                                                                            ;                                                                                                                                                                                                                                                              ;37,63712365;55,76611907;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Люблинская                                        ;Действующая         ;Сретенский Бульвар                                ;открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-49                                                                                                                                                                                               ;"1й поезд по 1му пути: 5-52-00. по второму пути: 5-48-00; последний поезд по первому пути: 1-11-00. по второму пути: 1-39-00                                                                                                                                   ";2;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"2 полнофункциональные (все типы билетов); 0 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1925;Сретенский Бульвар                                                                                                                                                                                                                                            ;Сретенский Бульвар                                                                                                                                                                                                                                            ;                                                                                                                                                                                                                                                              ;37,63757415;55,76567532;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Люблинская                                        ;Действующая         ;Сретенский Бульвар                                ;открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-49                                                                                                                                                                                               ;"1й поезд по 1му пути: 5-52-00. по второму пути: 5-48-00; последний поезд по первому пути: 1-11-00. по второму пути: 1-39-00                                                                                                                                   ";2;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"2 полнофункциональные (все типы билетов); 0 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1926;Строгино                                                                                                                                                                                                                                                      ;Строгино                                                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;37,40110672;55,80371507;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Арбатско-Покровская                               ;Действующая         ;Строгино;в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-56                                                                                                                                                                                  ;в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-56                                                                                                                                                                                ;3;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 3 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1927;Строгино                                                                                                                                                                                                                                                      ;Строгино                                                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;37,40156188;55,80445351;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Арбатско-Покровская                               ;Действующая         ;Строгино;в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-56                                                                                                                                                                                  ;в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-56                                                                                                                                                                                ;3;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 3 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1928;Строгино                                                                                                                                                                                                                                                      ;Строгино                                                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;37,40394232;55,80293529;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Арбатско-Покровская                               ;Действующая         ;Строгино;в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-56                                                                                                                                                                                  ;в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-56                                                                                                                                                                                ;3;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 3 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1929;Строгино                                                                                                                                                                                                                                                      ;Строгино                                                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;37,40453972;55,80372048;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Арбатско-Покровская                               ;Действующая         ;Строгино                                                                                                                                                                                                                                                      ;"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-56; 1й поезд по 1му пути: 6-03-00. по второму пути: 5-41-30; последний поезд по первому пути: 1-54-30. по второму пути: 1-12-00                                                     ";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-56; 1й поезд по 1му пути: 6-03-00. по второму пути: 5-42-00; последний поезд по первому пути: 1-54-30. по второму пути: 1-12-00                                                   ";4;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1930;Студенческая                                                                                                                                                                                                                                                  ;Студенческая                                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;37,54842127;55,73881951;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Филевская                                         ;Действующая         ;Студенческая                                      ;"в четные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-20; 1й поезд по 1му пути: 5-44-30. по второму пути: 5-45-00; последний поезд по первому пути: 1-11-30. по второму пути: 1-21-00                                                     ";"в нечетные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-20; 1й поезд по 1му пути: 5-44-30. по второму пути: 5-42-00; последний поезд по первому пути: 1-11-45. по второму пути: 1-16-55                                                   ";4;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1931;Сухаревская                                                                                                                                                                                                                                                   ;Сухаревская                                                                                                                                                                                                                                                   ;                                                                                                                                                                                                                                                              ;37,63213219;55,77224956;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Калужско-Рижская;Действующая         ;Сухаревская                                       ;"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45; 1й поезд по 1му пути: 5-48-30. по второму пути: 5-45-00; последний поезд по первому пути: 1-39-00. по второму пути: 1-23-00                                                     ";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45; 1й поезд по 1му пути: 5-47-30. по второму пути: 5-45-00; последний поезд по первому пути: 1-39-00. по второму пути: 1-23-00                                                   ";6;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
1932;Сухаревская                                                                                                                                                                                                                                                   ;Сухаревская                                                                                                                                                                                                                                                   ;                                                                                                                                                                                                                                                              ;37,63285039;55,77237426;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Калужско-Рижская;Действующая         ;Сухаревская                                       ;"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45; 1й поезд по 1му пути: 5-48-30. по второму пути: 5-45-00; последний поезд по первому пути: 1-39-00. по второму пути: 1-23-00                                                     ";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45; 1й поезд по 1му пути: 5-47-30. по второму пути: 5-45-00; последний поезд по первому пути: 1-39-00. по второму пути: 1-23-00                                                   ";6;Замена или длительный ремонт не запланированы                                                       ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;Замена или длительный ремонт не запланированы                                                                                                                                                           ;12:00:00 AM;                                                                                                    ;"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)                                                                                                                "
