0_uidnftn;1_Название;0_label;0_address;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;0_shape_leng;0_shape_area
1107;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,004344879;1,07268E-06
1105;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003210924;4,6591E-07
1104;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002096544;2,468E-07
1103;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,004521604;9,9956E-07
1102;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,00322363;5,8608E-07
1101;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,004131466;5,914E-07
1100;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,010858082;2,72714E-06
1099;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,00449152;1,11126E-06
1099;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,008217564;3,16832E-06
1098;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002990957;3,9843E-07
1097;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003535728;6,9541E-07
1095;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,007336149;2,1823E-06
1094;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,001573674;1,1698E-07
1093;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002383982;3,3231E-07
1092;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,0025021;3,4665E-07
1091;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002889158;4,8332E-07
1090;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,006819165;9,1361E-07
1089;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003018869;4,8701E-07
1088;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,000490045;1,285E-08
1087;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003091295;3,8856E-07
1086;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002199811;2,0762E-07
1085;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,003073787;4,9967E-07
1084;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002529661;3,171E-07
1083;Территории объектов культурного наследия                                                                                                                                                                                                                      ;Территории объектов культурного наследия                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;0,002940398;3,242E-07
