0_uidnftn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;0_num_zone;0_shape_leng;0_shape_area
449;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;20;0,024654868;2,73849E-05
448;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;19;0,033123857;4,41935E-05
447;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;18;0,04868821;0,000108881
446;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;17;0,059400395;7,01604E-05
445;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;16;0,018667016;1,77403E-05
444;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;7;0,035504014;3,99771E-05
443;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;6;0,116577833;0,000568653
442;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;5;0,111821203;0,000430128
441;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;4;0,013277529;9,28131E-06
440;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;3;0,046048223;6,35778E-05
439;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;2;0,108273674;0,000224025
273;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;1;0,590444238;0,011870713
103;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;47;0,024204731;3,01166E-05
102;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;46;0,097122486;0,000352303
101;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;45;0,048583578;0,000126495
100;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;44;0,041360024;7,81821E-05
99;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;43;0,031778095;5,31074E-05
98;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;42;0,366831639;0,003574846
97;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;41;0,243894788;0,001733919
96;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;40;0,075437652;0,000293597
95;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;15;0,082014035;0,000283387
94;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;14;0,137451555;0,001074253
93;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;13;0,025275525;2,80845E-05
92;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;12;0,035333767;7,44153E-05
91;Зона регулирования застройки                                                                                                                                                                                                                                  ;Зона регулирования застройки                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                              ;0;0;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;11;0,388572045;0,001168301
