"0_Код объекта";"1_Наименование объекта";"1_Адрес объекта";"0_Координата X";"0_Координата Y";"1_Округ";"1_Район";"1_Вид объекта";"1_Период размещения";"1_Дата начала срока размещения";"1_Дата окончания срока размещения";"1_Номер свидетельства";"1_Дата выдачи свидетельства";"1_Специализация"
"000018189";"МИБ Б";"ул. Малыгина 5 к. 1";"37,699962";"55,877875";"СВАО";"Лосиноостровский";"Павильон";"с 1 января по 31 декабря";"26.12.2010";"31.12.2014";;;"Продовольственные товары"
"000018190";"Печать Концерн Вечерняя Москва";"ул. Лётчика Бабушкина 32 к. 1";"37,677016";"55,871441";"СВАО";"Лосиноостровский";"Киоск";"с 1 января по 31 декабря";"11.11.2011";"31.12.2014";;;"Печать"
"000018191";"Бахчевой развал на ул.Борисовские пруды, вл.38";"ул. Борисовские Пруды 38";"37,766832";"55,643125";"ЮАО";"Братеево";"Бахчевой развал";"с 1 августа по 1 ноября";"01.07.2011";"31.12.2014";;;"Бахчевые культуры"
"000018192";"Бахчевой развал на ул.Братеевская, вл.39/12";"Братеевская ул. 39/12";"37,771348999";"55,639101";"ЮАО";"Братеево";"Бахчевой развал";"с 1 августа по 1 ноября";"01.07.2011";"31.12.2014";;;"Бахчевые культуры"
"000018193";"Управление специальных строительных проектов";"Анадырский пр. 14Б с. 1";"37,68502";"55,86444";"СВАО";"Лосиноостровский";"Павильон";"с 1 января по 31 декабря";"01.01.2011";"31.12.2014";"300-000903";"09.10.2012";"Продовольственные товары"
"000018194";"Бахчевой развал на ул.Братеевская, вл.10, корп.1";"Братеевская ул. 10 к. 1";"37,760737";"55,633026";"ЮАО";"Братеево";"Бахчевой развал";"с 1 августа по 1 ноября";"01.07.2011";"31.12.2014";;;"Бахчевые культуры"
"000018195";"Елочные базар на ул.Братеевская, вл.39/12";"Братеевская ул. 39/12";"37,771284";"55,639056";"ЮАО";"Братеево";"Елочный базар";"с 20 декабря по 31 декабря";"01.07.2011";"31.12.2014";;;"Ели, сосны, лапник"
"000018196";"Бахчевой развал";"Булатниковский пр. 14 к. 6";"37,659248999";"55,581924";"ЮАО";"Бирюлево Западное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000018197";"Бахчевой развал";"Булатниковский пр. 6 с. 6";"37,653434";"55,592983";"ЮАО";"Бирюлево Западное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000018198";"Елочный базар";"Булатниковский пр. 14 к. 6";"37,659163";"55,581972";"ЮАО";"Бирюлево Западное";"Елочный базар";"с 20 декабря по 31 декабря";"01.08.2012";"01.11.2014";;;"Ели, сосны, лапник"
"000018199";"Елочный базар";"Булатниковский пр. 6 с. 6";"37,653456";"55,592922";"ЮАО";"Бирюлево Западное";"Елочный базар";"с 20 декабря по 31 декабря";"01.08.2012";"01.11.2014";;;"Ели, сосны, лапник"
"000018200";"Квас Борисовские пруды ул., вл. 2";"ул. Борисовские Пруды 2А";"37,663068999";"55,634744";"ЮАО";"Москворечье-Сабурово";"Ролл-бар";"с 1 апреля по 1 ноября";"01.04.2012";"01.04.2015";;;"Квас"
"000018201";"Квас Борисовские пруды ул., вл. 2";"ул. Борисовские Пруды 2А";"37,676115";"55,642882";"ЮАО";"Москворечье-Сабурово";"Ролл-бар";"с 1 апреля по 1 ноября";"01.04.2012";"01.04.2015";;;"Квас"
"000018202";"Бахчевой развал Кантемировская ул., вл. 12/14";"Кантемировская ул. 12 к. 1";"37,667875";"55,642882";"ЮАО";"Москворечье-Сабурово";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018203";"Бахчевой развал Каширское ш., 53-55";"Каширское шоссе 53 к. 5";"37,680235";"55,64327";"ЮАО";"Москворечье-Сабурово";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018204";"Бахчевой развал Борисовские пруды ул. вл. 17";"ул. Борисовские Пруды 17 к. 1";"37,699461";"55,638619";"ЮАО";"Москворечье-Сабурово";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018205";"Бахчевой развал Каширское ш., вл. 50, корп. 1";"Каширское шоссе 50 к. 1";"37,650022";"55,658767";"ЮАО";"Москворечье-Сабурово";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018206";"Елочный базар Кантемировская ул., вл. 12/14";"Кантемировская ул. 12 к. 1";"37,659635";"55,642495";"ЮАО";"Москворечье-Сабурово";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2014";;;"Ели, сосны, лапник"
"000018207";"Елочный базар Каширское ш., вл. 51-53";"Каширское шоссе 51 к. 5";"37,666502";"55,649468999";"ЮАО";"Москворечье-Сабурово";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018208";"Печать на ст. метро ""Каширская"" (северный выход)";"Каширское шоссе 25Б";"37,649204";"55,655526";"ЮАО";"Нагатино-Садовники";"Модульный объект";"с 1 января по 31 декабря";"12.03.2012";"12.03.2015";"600-002894";"12.03.2012";"Печать"
"000018209";"Елочный базар Борисовские пруды ул., вл. 17";"ул. Борисовские Пруды 17 к. 1";"37,667875";"55,653731";"ЮАО";"Москворечье-Сабурово";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018210";"Елочный базар Каширское ш., вл. 50, корп. 1";"Каширское шоссе 50 к. 1";"37,665128999";"55,652181";"ЮАО";"Москворечье-Сабурово";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018211";"Ели, сосны, лапник на просп. Андропова, 32/37";"просп. Андропова 32/37";"37,663038";"55,677164999";"ЮАО";"Нагатино-Садовники";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018212";"Ели, сосны, лапник на Коломенском пр., 10";"Коломенский пр. 10";"37,65058";"55,665944";"ЮАО";"Нагатино-Садовники";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018213";"Бахчевые культуры на Нагатинской ул., 35";"Нагатинская ул. 35 к. 1";"37,661239";"55,677482";"ЮАО";"Нагатино-Садовники";"Бахчевой развал";"с 1 августа по 1 ноября";"01.04.2012";"01.11.2015";;;"Бахчевые культуры"
"000018214";"Бахчевые культуры на Нагатинской наб., 12/4";"Нагатинская наб. 12 к. 4";"37,648563";"55,680902";"ЮАО";"Нагатино-Садовники";"Бахчевой развал";"с 1 августа по 1 ноября";"01.04.2012";"01.11.2015";;;"Бахчевые культуры"
"000018215";"Бахчевые культуры на Каширском ш. 16";"Каширское шоссе 16";"37,63221";"55,661331";"ЮАО";"Нагатино-Садовники";"Бахчевой развал";"с 1 августа по 1 ноября";"01.04.2012";"01.11.2015";;;"Бахчевые культуры"
"000018216";"Бахчевой развал";"Ореховый бульв. 43";"37,742607";"55,614407";"ЮАО";"Зябликово";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018217";"Бахчевой развал";"Ореховый бульв. 49 к. 1";"37,747863";"55,61542";"ЮАО";"Зябликово";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018218";"Бахчевой развал";"Ореховый пр. 23 к. 1";"37,731396";"55,622719";"ЮАО";"Зябликово";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018219";"Бахчевой развал";"Шипиловская ул. 50";"37,739288";"55,621655";"ЮАО";"Зябликово";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018220";"Елочный базар";"Ореховый бульв. 24 к. 1";"37,746728";"55,612772";"ЮАО";"Зябликово";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018221";"Елочный базар";"Ореховый бульв. 43";"37,741653";"55,614441";"ЮАО";"Зябликово";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018222";"Елочный базар";"Ореховый пр. 23 к. 1";"37,73131";"55,622762";"ЮАО";"Зябликово";"Елочный базар";"с 20 декабря по 31 декабря";"20.11.2012";"31.10.2015";;;"Ели, сосны, лапник"
"000018223";"Елочный базар";"Шипиловская ул. 50";"37,739174";"55,621666";"ЮАО";"Зябликово";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018224";"Бахчевые культуры";"ул. Академика Янгеля 3";"37,594758";"55,595159";"ЮАО";"Чертаново Южное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2011";"01.11.2014";;;"Бахчевые культуры"
"000018225";"Бахчевые культуры";"Кировоградская ул. 38 к. 1";"37,59935";"55,603427";"ЮАО";"Чертаново Южное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2011";"01.11.2014";;;"Бахчевые культуры"
"000018226";"Бахчевые культуры";"Россошанская ул.";"37,606506";"55,595966";"ЮАО";"Чертаново Южное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2011";"01.11.2014";;;"Бахчевые культуры"
"000018227";"Бахчевые культуры";"Россошанский пр. 5А";"37,608931";"55,600003";"ЮАО";"Чертаново Южное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2011";"01.11.2014";;;"Бахчевые культуры"
"000018228";"Бахчевые культуры";"Чертановская ул. 56А";"37,588888999";"55,602524";"ЮАО";"Чертаново Южное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2011";"01.11.2014";;;"Бахчевые культуры"
"000018229";"Ели, сосны, лапник";"Чертановская ул. 56А";"37,588847";"55,6025";"ЮАО";"Чертаново Южное";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2011";"31.12.2014";;;"Ели, сосны, лапник"
"000018230";"Бахчевые культуры на Ак. Миллионщикова ул., 14";"ул. Академика Миллионщикова 14 к. 1";"37,648875";"55,669886";"ЮАО";"Нагатино-Садовники";"Бахчевой развал";"с 1 августа по 1 ноября";"01.04.2012";"01.11.2015";;;"Бахчевые культуры"
"000018231";"Бахчевые культуры на Ак. Миллионщикова ул., 16";"ул. Академика Миллионщикова 16";"37,647704999";"55,668099";"ЮАО";"Нагатино-Садовники";"Бахчевой развал";"с 1 августа по 1 ноября";"01.04.2012";"01.11.2015";;;"Бахчевые культуры"
"000018232";"Бахчевой развал Чонгарский б-р вл.7";"Чонгарский бульв. 7";"37,614446";"55,653047";"ЮАО";"Нагорный";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.08.2015";;;"Бахчевые культуры"
"000018233";"Бахчевой развал Болотниковская вл.2";"Болотниковская ул. 2 с. 1";"37,61775";"55,656251";"ЮАО";"Нагорный";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018234";"Бахчевые культуры на 3-й Павелецкий пр., вл. 7";"3-й Павелецкий пр. 7 к. 1";"37,64083";"55,711126";"ЮАО";"Даниловский";"Бахчевой развал";"с 1 августа по 1 ноября";"01.01.2011";"31.12.2014";;;"Бахчевые культуры"
"000018235";"Бахчевые культуры на Люсиновская ул., вл. 67";"Люсиновская ул. 57";"37,623066";"55,716147";"ЮАО";"Даниловский";"Бахчевой развал";"с 1 августа по 1 ноября";"01.01.2011";"31.12.2014";;;"Бахчевые культуры"
"000018236";"Бахчевые культуры на Трофимова ул., вл. 1";"ул. Трофимова 1/17";"37,661812999";"55,703213";"ЮАО";"Даниловский";"Бахчевой развал";"с 1 августа по 1 ноября";"01.01.2011";"31.12.2014";;;"Бахчевые культуры"
"000018237";"Бахчевой рзвал на Ясеневой, вл. 38";"Ясеневая ул. 36";"37,742934";"55,60604";"ЮАО";"Орехово-Борисово Южное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"29.12.2014";;;"Бахчевые культуры"
"000018238";"Бахчевой развал на Домодедовской, вл. 24";"Домодедовская ул. 24 к. 1";"37,709246";"55,608864";"ЮАО";"Орехово-Борисово Южное";"Бахчевой развал";"с 1 августа по 1 ноября";"15.08.2012";"31.07.2015";;;"Бахчевые культуры"
"000018239";"Елочный развал на Ясеневой 43/38";"Ясеневая ул. 44/42";"37,744189";"55,610392999";"ЮАО";"Орехово-Борисово Южное";"Елочный базар";"с 20 декабря по 31 декабря";"04.12.2012";"30.12.2015";;;"Ели, сосны, лапник"
"000018240";"Елочный развал на Домодедовской, вл. 24";"Домодедовская ул. 24 к. 1";"37,709608";"55,609033";"ЮАО";"Орехово-Борисово Южное";"Елочный базар";"с 20 декабря по 31 декабря";"03.12.2012";"03.12.2015";;;"Ели, сосны, лапник"
"000018241";"Бахчевой развал на Красного Маяка ул., вл.10";"ул. Красного Маяка 10";"37,59286";"55,61276";"ЮАО";"Чертаново Центральное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"30.11.2015";;;"Бахчевые культуры"
"000018242";"Ролл-бар на Генерала Белова, вл. 18";"ул. Генерала Белова 18А";"37,722807";"55,60953";"ЮАО";"Орехово-Борисово Южное";"Ролл-бар";"с 1 апреля по 1 ноября";"04.05.2012";"03.04.2015";;;"Квас"
"000018243";"Бахчевой развал на Чертановская ул., вл.22/9";"Чертановская ул.";"37,59461";"55,62338";"ЮАО";"Чертаново Центральное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.08.2015";;;"Бахчевые культуры"
"000018244";"Ролл-бар на Красного Маяка ул., вл.10";"ул. Красного Маяка 10";"37,593111";"55,612739";"ЮАО";"Чертаново Центральное";"Ролл-бар";"с 1 апреля по 1 ноября";"01.08.2012";"30.11.2015";;;"Квас"
"000018245";"Ролл-бар на Домодедовской, вл. 28";"Домодедовская ул. 28";"37,712598";"55,605324";"ЮАО";"Орехово-Борисово Южное";"Ролл-бар";"с 1 апреля по 1 ноября";"30.04.2012";"30.04.2015";;;"Квас"
"000018246";"Елочный базар на Красного Маяка ул., вл.10";"ул. Красного Маяка 10";"37,592914";"55,612751";"ЮАО";"Чертаново Центральное";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"30.12.2015";;;"Ели, сосны, лапник"
"000018247";"Печать ул. Шипиловская, вл. 25";"Шипиловская ул. 25";"37,726101";"55,621497";"ЮАО";"Орехово-Борисово Северное";"Модульный объект";"с 1 января по 31 декабря";"10.10.2011";"10.10.2014";;;"Печать"
"000018248";"Овощи-фрукты на Ореховом бульваре, вл. 21 напротив";"Ореховый бульв. 12А";"37,723236";"55,611268999";"ЮАО";"Орехово-Борисово Южное";"Модульный объект";"с 1 января по 31 декабря";"30.09.2011";"30.09.2014";"600-002613";"20.12.2011";"Овощи и фрукты"
"000018249";"Бахчевой развал Ак.Петровского, 10";"ул. Академика Петровского 10";"37,607476999";"55,71975";"ЮАО";"Донской";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000018250";"Бахчевой развал Загородное шоссе, 10 к.2";"Загородное шоссе 10 к. 2";"37,602386";"55,69211";"ЮАО";"Донской";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2011";"01.11.2014";;;"Бахчевые культуры"
"000018251";"Елочный базар ул.Шаболовка, 42";"ул. Шаболовка 44";"37,607402";"55,715494";"ЮАО";"Донской";"Елочный базар";"с 20 декабря по 31 декабря";"01.08.2011";"01.11.2014";;;"Ели, сосны, лапник"
"000018252";"Елочный базар Загородное шоссе, 10 к.2";"Загородное шоссе 10 к. 2";"37,602107";"55,691992";"ЮАО";"Донской";"Елочный базар";"с 20 декабря по 31 декабря";"01.08.2011";"01.11.2014";;;"Ели, сосны, лапник"
"000018253";"Елочный базар на Чонгарский б-р вл.7";"Чонгарский бульв. 7";"37,614422";"55,653027";"ЮАО";"Нагорный";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018254";"Елочный базар Симферопольский б-р вл.37";"Симферопольский бульв. 37 к. 1";"37,606013";"55,642652";"ЮАО";"Нагорный";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018255";"Бахчевые культуры,ул. Бакинская, вл.18";"Бакинская ул. 18";"37,656782";"55,62279";"ЮАО";"Царицыно";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018257";"Бахчевые культуры, Пролетарский пр-т, вл.20";"Пролетарский просп. 20 к. 1";"37,65749";"55,633866";"ЮАО";"Царицыно";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2015";;;"Бахчевые культуры"
"000018258";"Ели,сосны,лапник на ул. Кантемировская, вл.47";"Кантемировская ул. 47";"37,656674";"55,638032";"ЮАО";"Царицыно";"Елочный базар";"с 20 декабря по 31 декабря";"01.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018259";"Ели,сосны,лапник на Пролетарский просп. 20 к. 1";"Пролетарский просп. 20 к. 1";"37,65749";"55,633841";"ЮАО";"Царицыно";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2015";;;"Ели, сосны, лапник"
"000018261";"Печать на ст. м. Домодедовская (выход к кинотеатру ""Авангард"")";"Ореховый бульв.";"37,719733";"55,610648";"ЮАО";"Орехово-Борисово Южное";"Модульный объект";"с 1 января по 31 декабря";"22.09.2011";"26.09.2014";"600-002460";"01.11.2011";"Печать"
"000018263";"Печать на б-р. Я.Райниса, вл.2";"бульв. Яна Райниса 2";"37,437200999";"55,851262";"СЗАО";"Северное Тушино";"Модульный объект";"с 1 января по 31 декабря";"23.07.2012";"23.07.2015";"900-002568";"25.07.2012";"Печать"
"000018265";"Печать по адресу: ул. Милашенкова,12";"ул. Милашенкова 12";"37,580671";"55,809349";"СВАО";"Бутырский";"Киоск";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"300-000891";"17.09.2012";"Печать"
"000018270";"РС Айсберри";"ул. Менжинского 27";"37,658234";"55,870352";"СВАО";"Бабушкинский";"Киоск";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";;;"Мороженое"
"000018271";"РС Айсберри";"ул. Лётчика Бабушкина 31";"37,675020999";"55,870081";"СВАО";"Бабушкинский";"Киоск";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"300-000924";"06.02.2013";"Мороженое"
"000018272";"Фирма Деймал";"ул. Менжинского 32 к. 3";"37,666200999";"55,870587";"СВАО";"Бабушкинский";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"300-000919";"17.12.2012";"Гастрономия"
"000018273";"Фирма деймал";"ул. Менжинского 32 к. 3";"37,665944";"55,870526";"СВАО";"Бабушкинский";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";;;"Овощи и фрукты"
"000018274";"Фирма Деймал";"ул. Менжинского 32 к. 3";"37,665901";"55,870526";"СВАО";"Бабушкинский";"Модульный объект";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";;;"Хлеб"
"000018275";"Бахчевой развал Ярославское шоссе. д.132а";"Ярославское шоссе 132А";"37,686415";"55,849651";"СВАО";"Ярославский";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.08.2015";;;"Бахчевые культуры"
"000018277";"Данвел";"Ленинский просп. 91";"37,528872";"55,676097";"ЮЗАО";"Ломоносовский";"Павильон";"с 1 января по 31 декабря";"28.06.2012";"28.06.2015";"700-005594";"28.06.2012";"Продовольственные товары"
"000013881";"Лотереи Москвы";"Комсомольский просп. 5/2";"37,592825";"55,732135";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"09.11.2011";"09.11.2014";"100-001028";"09.11.2011";"Печать; Цветы"
"000013882";"СтимЛайн";"просп. Мира 68";"37,635436";"55,786885";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"07.08.2012";"07.08.2015";"100-000228";"07.08.2012";"Кафе"
"000013883";"ПроМашСнаб";"4-я Тверская-Ямская ул.";"37,594915";"55,773478";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"07.08.2012";"07.08.2015";"100-000233";"07.08.2012";"Хлеб"
"000013884";"Остер Инвест";"просп. Мира 92 с. 1";"37,6358";"55,792953";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"18.04.2012";"18.04.2015";"100-001059";"18.04.2012";"Кафе"
"000013885";"Корощенко Сергей Валентинович";"ул. Волхонка";"37,604039";"55,745752999";"ЦАО";"Хамовники";"Лоток";"с 1 апреля по 1 ноября";"19.04.2012";"19.04.2015";"100-001246";"19.04.2012";"Прохладительные напитки; Мороженое"
"000013886";"Лотереи Москвы";"ул. Хамовнический Вал 16";"37,572151";"55,718056";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"09.11.2011";"09.11.2014";"100-000514";"09.11.2011";"Печать; Цветы"
"000013887";"Хлеб на ул. Малая Дмитровка";"ул. Малая Дмитровка";"37,605878";"55,767986";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Хлеб"
"000013888";"Флориаль-М";"Большая Грузинская ул. 62";"37,58589";"55,772754";"ЦАО";"Пресненский";"Павильон";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000587";"16.04.2012";"Цветы; Бакалея"
"000013889";"Сувениры/Народные промыслы на ул. Воздвиженка";"ул. Воздвиженка";"37,605748999";"55,752738";"ЦАО";"Арбат";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Сувениры/Народные промыслы"
"000013890";"Хлеб на Сущёвская ул.";"Сущёвская ул.";"37,601543";"55,780933";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-001474";"15.05.2013";"Хлеб"
"000013891";"Садко";"Протопоповский пер.";"37,6408";"55,779666";"ЦАО";"Мещанский";"Павильон";"с 1 января по 31 декабря";"18.06.2012";"18.06.2015";"100-000895";"18.06.2012";"Кафе"
"000013892";"Данвеста";"Трифоновская ул. 45";"37,624878";"55,78902";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"15.11.2011";"15.11.2014";"100-000898";"15.11.2011";"Кафе"
"000013893";"Мирон";"Страстной бульв.";"37,608689";"55,765939";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"21.06.2012";"21.06.2015";"100-001260";"21.06.2012";"Цветы"
"000013894";"Глобус";"7-й Ростовский пер. 11";"37,573054";"55,740685";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"01.03.2012";"01.03.2015";"100-000563";"01.03.2012";"Печать"
"000013895";"Хлебный Сервис";"Шмитовский пр. 9/5";"37,552854";"55,758221";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-001141";"16.05.2012";"Хлеб"
"000013896";"РДО Инвест";"Цветной бульв. 2";"37,623806";"55,768396999";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"18.07.2012";"18.07.2015";"100-001321";"18.07.2012";"Кафе"
"000013897";"Лоток при стационаре, Главмосстроя, д. 6";"ул. Главмосстроя 6";"37,409727";"55,651580999";"ЗАО";"Солнцево";"Лоток";"с 1 апреля по 1 ноября";"31.05.2012";"30.05.2015";;;"Овощи и фрукты"
"000013898";"Цветы на ул. Петровка";"ул. Петровка";"37,612304";"55,77069";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Цветы"
"000013899";"Овощи и фрукты на Погодинская ул. 20 к. 5";"Погодинская ул. 20 к. 5";"37,560913";"55,730367";"ЦАО";"Хамовники";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013900";"Аваков А.М.";"ул. Сергея Макеева 10 с. 1";"37,555023";"55,766574";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000687";"11.01.2012";"Хлеб"
"000013901";"КР-Види";"Цветной бульв.";"37,622035";"55,772802";"ЦАО";"Мещанский";"Павильон";"с 1 января по 31 декабря";"24.01.2012";"24.01.2015";"100-001057";"24.01.2012";"Кафе"
"000013902";"Бытовые услуги на Страстной бульв.";"Страстной бульв.";"37,60815";"55,765579";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Бытовые услуги"
"000013903";"Слав Инвест";"Гоголевский бульв.";"37,601580999";"55,748701";"ЦАО";"Хамовники";"Модульный объект";"с 1 января по 31 декабря";"18.05.2012";"18.05.2015";"100-001029";"18.05.2012";"Печать"
"000013904";"Лоток при стационаре,Солнцевский пр-т, д. 2";"Солнцевский просп. 2";"37,396867";"55,652566";"ЗАО";"Солнцево";"Лоток";"с 1 апреля по 1 ноября";"31.05.2012";"30.05.2015";;;"Овощи и фрукты"
"000013905";"КР-Види";"Цветной бульв.";"37,622003";"55,772778";"ЦАО";"Мещанский";"Павильон";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-001056";"24.01.2012";"Кафе"
"000013906";"Сувениры/Народные промыслы на ул. Воздвиженка";"ул. Воздвиженка";"37,60474";"55,752623";"ЦАО";"Арбат";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Сувениры/Народные промыслы"
"000013907";"Бытовые услуги на Неглинная ул.";"Неглинная ул.";"37,620844";"55,766586";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Бытовые услуги"
"000013908";"Овощи и фрукты на ул. Фадеева 6 с. 1";"ул. Фадеева 6 с. 1";"37,598389";"55,775653";"ЦАО";"Тверской";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013909";"Фирма ""Элпа-М""";"ул. Красина 21";"37,58598";"55,76865";"ЦАО";"Пресненский";"Павильон";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Хлеб"
"000013910";"Интерсервис 1994";"ул. Щепкина 34 с. 1";"37,629512999";"55,779947";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"20.04.2012";"20.04.2015";"100-000663";"20.04.2012";"Кафе"
"000013911";"Редакция газеты ""Труд""";"Шмитовский пр. 19";"37,547438";"55,757537";"ЦАО";"Пресненский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-001157";"16.05.2012";"Печать"
"000013912";"Лоток при стационаре, ул. 50 лет Октября, д. 1 копр.1";"ул. 50 лет Октября 1 к. 1";"37,415194";"55,647314";"ЗАО";"Солнцево";"Лоток";"с 1 апреля по 1 ноября";"31.05.2012";"30.05.2015";;;"Овощи и фрукты"
"000013913";"Бытовые услуги на Цветной бульв.";"Цветной бульв.";"37,620759";"55,772054";"ЦАО";"Тверской";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Бытовые услуги"
"000013914";"Юхаев";"ул. Щепкина 38 с. 1";"37,630822";"55,781612";"ЦАО";"Мещанский";"Модульный объект";"с 1 января по 31 декабря";"09.08.2011";"09.08.2014";"100-001050";"10.05.2012";"Кафе"
