"0_Код объекта";"1_Наименование объекта";"1_Адрес объекта";"0_Координата X";"0_Координата Y";"1_Округ";"1_Район";"1_Вид объекта";"1_Период размещения";"1_Дата начала срока размещения";"1_Дата окончания срока размещения";"1_Номер свидетельства";"1_Дата выдачи свидетельства";"1_Специализация"
"000009354";"Рыба на Коктебельская ул., вл.4, корп.1";"Коктебельская ул. 4 к. 1";"37,584603";"55,563708999";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";;;"Рыба"
"000009355";"Мороженое на Коктебельская ул., вл.4, корп.1";"Коктебельская ул. 4 к. 1";"37,584644999";"55,563733";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004685";"11.10.2011";"Мороженое"
"000009356";"мороженое на Дмитрия Донского бульвар,  вл.16";"бульв. Дмитрия Донского 16";"37,571706";"55,564685";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004688";"16.09.2011";"Мороженое"
"000009357";"Бытовое обслуживание на Грина ул., вл.10";"ул. Грина 10";"37,584646";"55,563697";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004690";"23.09.2011";"Бытовые услуги"
"000009358";"цветы на Ратная ул.,  вл.16, к.2 стр.1";"Ратная ул. 16 к. 2 с. 1";"37,570354";"55,577108";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004693";"23.09.2011";"Цветы"
"000009359";"хлеб на Знаменские Садки ул.,  вл.7, к.1";"ул. Знаменские Садки 7 к. 1";"37,570698";"55,573080999";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004698";"26.01.2012";"Хлеб"
"000009360";"Общественное питание на Дмитрия Донского бульвар, вл.8";"бульв. Дмитрия Донского 8";"37,574324";"55,567536";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004718";"19.10.2011";"Кафе"
"000009361";"гастрономия на Грина ул.,  вл.3";"ул. Грина 3 к. 1";"37,5781";"55,564660999";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004817";"13.12.2011";"Гастрономия"
"000009362";"мороженое на Знаменские Садки ул.,  вл.7, к.1";"ул. Знаменские Садки 7 к. 1";"37,570612";"55,573092999";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004909";"01.03.2012";"Мороженое"
"000009363";"общественное питание на Дмитрия Донского бульвар,  вл.16";"бульв. Дмитрия Донского 16";"37,571599";"55,564612";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004911";"01.03.2012";"Кафе"
"000009364";"хлеб на Грина ул.,  вл.3";"ул. Грина 3 к. 1";"37,578165";"55,564636";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004922";"04.04.2012";"Хлеб"
"000009365";"хлеб на Ратная ул.,  вл.16, к.2";"Ратная ул. 16 к. 2";"37,572736";"55,57729";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-000474";"03.02.2012";"Хлеб"
"000009366";"Печать на Дмитрия Донского бульвар, вл. 2";"бульв. Дмитрия Донского 2 к. 1";"37,576255";"55,570048";"ЮЗАО";"Северное Бутово";"Лоток";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-000475";"28.06.2012";"Печать"
"000009367";"печать на Куликовская ул., вл.1";"Куликовская ул. 1";"37,565054";"55,572401";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-000480";"08.12.2011";"Печать"
"000009368";"печать на Ратная ул., вл.16, корп.2";"Ратная ул. 16 к. 2";"37,569754";"55,576854";"ЮЗАО";"Северное Бутово";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-000481";"08.12.2011";"Печать"
"000009369";"Общественное питание на Ратная ул.,  вл.16 к. 2, стр.1";"Ратная ул. 16 к. 2 с. 1";"37,570655";"55,577169";"ЮЗАО";"Северное Бутово";"Павильон";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-000482";"18.06.2012";"Кафе"
"000009370";"Промтовары на Старобитцевская ул,  вл. 21 А, стр.1";"Старобитцевская ул. 21А с. 1";"37,578423";"55,577544999";"ЮЗАО";"Северное Бутово";"Павильон";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-005857";"27.11.2012";"Непродовольственные товары"
"000009372";"продтовары на Грина ул.,  вл.13";"ул. Грина 13";"37,565076";"55,568360999";"ЮЗАО";"Северное Бутово";"Павильон";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-005878";"19.12.2012";"Продовольственные товары"
"000009373";"Промтовары на Грина ул.,  вл. 9/11";"ул. Грина 11";"37,567822";"55,567622";"ЮЗАО";"Северное Бутово";"Павильон";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-005885";"24.12.2012";"Непродовольственные товары"
"000009374";"Общественное питание на Академика Глушко ул.,  вл.13-Б, стр.1";"ул. Академика Глушко 13Б с. 1";"37,562351";"55,565474";"ЮЗАО";"Северное Бутово";"Павильон";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-005931";"11.02.2013";"Кафе"
"000009375";"печать на Тёплый Стан ул.,  д.31";"ул. Тёплый Стан 31";"37,481209";"55,631631";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004746";"01.12.2011";"Печать"
"000009376";"печать на Академика Бакулева ул.,  4";"ул. Академика Бакулева 4";"37,488998";"55,642973";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004747";"01.12.2011";"Печать"
"000009377";"печать на Профсоюзная ул.,вл.130 корп.1";"Профсоюзная ул. 130 к. 1";"37,514071";"55,630523";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004785";"08.12.2011";"Печать"
"000009378";"печать на Тёплый Стан ул.,  вл.1";"ул. Тёплый Стан 1";"37,502441";"55,619473";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004787";"08.12.2011";"Печать"
"000009379";"печать на Тёплый Стан ул.,  вл.5, корп.2";"ул. Тёплый Стан 5 к. 2";"37,499303";"55,619076";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004788";"08.12.2011";"Печать"
"000009380";"печать на Академика Варги ул.,  вл.8";"ул. Академика Варги 8";"37,476123";"55,630153";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004789";"08.12.2011";"Печать"
"000009381";"печать на Профсоюзная ул.,вл.128, корп.1";"Профсоюзная ул. 128 к. 1";"37,51641";"55,630961";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004790";"08.12.2011";"Печать"
"000009382";"мороженое на Островитянова ул., вл.30";"ул. Островитянова 30 к. 1";"37,51825";"55,633996";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004811";"12.12.2011";"Мороженое"
"000009383";"мороженое на Профсоюзная ул., вл.142 корп.1";"Профсоюзная ул. 142 к. 1";"37,50978";"55,625416";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004812";"12.12.2011";"Мороженое"
"000009384";"табак на Тёплый Стан ул.,  вл. 23";"ул. Тёплый Стан 23";"37,48521";"55,62813";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004884";"26.01.2012";"Табак"
"000009385";"табак на Профсоюзная ул.,вл.128";"Профсоюзная ул. 128";"37,516442";"55,631134";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004885";"26.01.2012";"Табак"
"000009386";"табак на Тёплый Стан ул.,  вл.5, корп.2";"ул. Тёплый Стан 5 к. 2";"37,499222";"55,619116";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004900";"07.02.2012";"Табак"
"000009387";"печать на Генерала Тюленева ул.,  вл.41-А";"ул. Генерала Тюленева 41А";"37,495414";"55,613863";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004904";"17.02.2012";"Печать"
"000009388";"мороженое на Академика Бакулева ул., вл.14";"ул. Академика Бакулева 14";"37,483344";"55,641417";"ЮЗАО";"Тёплый Стан";"Модульный объект";"с 1 января по 31 декабря";"01.01.2011";"31.12.2013";"700-004948";"11.04.2012";"Мороженое"
