0_OBJECTID;0_UIDNFTN;1_Кадастровый номер;1_Адрес;1_Площадь;0_ZPO;1_Разрешение на использование
770;25186784;77:06:0012003:34;проезд Плавский (г Москва, проезд Плавский, вл 7, корпус 1);9600; ;эксплуатации имущественного комплекса детского сада без права изменения функционального назначения.
771;25186771;77:06:0012002:71;ул Скобелевская (г Москва, ул Скобелевская, вл 30);11700; ;эксплуатации имущественного комплекса школы без права изменения функционального назначения
772;25186130;77:06:0002003:43;ул Губкина (г Москва, ул Губкина, вл 6, стр 1);2663; ;эксплуатации имущественного комплекса центра
773;25182002;77:01:0003007:18;ул Казакова (г. Москва, ул. Казакова, вл. 17а);2446; ;эксплуатации под поликлинику и благоустройство территории
774;25181678;77:01:0002002:29;туп Крымский (г Москва, туп Крымский, вл 9, стр 1);670; ;эксплуатации здания под культовые цели
775;25233498;77:10:0001004:87; (г. Москва, Зеленоград, корпус 1124);2154; ;земельные участки, предназначенные для размещения объектов социального обеспечения (1.2.17)
776;25232824;77:09:0002027:97;ул Дубнинская (г Москва, ул Дубнинская, вл 63, корпус 6);9615; ;эксплуатации детских яслей-сада
777;25181424;77:01:0001069:14;ул Большая Никитская (г Москва, ул Большая Никитская, вл 24, стр 3);1092; ;эксплуатации здания и использования территории для осуществления учебно-воспитательной деятельности.
778;25233478;77:10:0005005:21;аллея Каштановая (г. Москва, г. Зеленоград, Каштановая аллея, дом 2А);18052; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ С ЦЕЛЬЮ РАЗМЕЩЕНИЯ САНАТОРИЯ
779;25232817;77:09:0002017:36;ул Базовская (г Москва, ул Базовская, вл 20А);10322; ;ОСУЩЕСТВЛЕНИЯ УЧЕБНО-ВОСПИТАТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ
780;25232813;77:09:0003010:24;б-р Матроса Железняка (г Москва, б-р Матроса Железняка, вл 32);6641; ;ЭКСПЛУАТАЦИИ ДЕТСКОГО САДА
781;25232236;77:08:0004015:53;проезд Досфлота (г Москва, проезд Досфлота, вл 2/4А, стр 2);4618; ;ЭКСПЛУАТАЦИИ ПОДСТАНЦИИ СКОРОЙ ПОМОЩИ №47
782;25361149;77:01:0003024:38;пер Налесный (г Москва, пер Налесный, вл 8, стр 2);125;Аренда;ЭКСПЛУАТАЦИИ здания под административные цели
783;25323640;77:10:0006005:68;мкр 18-Й (г Москва, 18-й микрорайон г Зеленограда, корпус 1813);9275; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ С ЦЕЛЬЮ ОРГАНИЗАЦИИ УЧЕБНО-ВОСПИТАТЕЛЬНОГО ПРОЦЕССА ДЕТЕЙ
784;25323002;77:09:0002026:64;б-р Бескудниковский (г Москва, б-р Бескудниковский, вл 4А);27422; ;эксплуатации для общеобразовательных целей
785;25322454;77:08:0008011:14;ул Твардовского (г Москва, ул Твардовского, вл 5, корпус 4);4532; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОЙ ГОРОДСКОЙ ПОЛИКЛИНИКИ № 58
786;25322336;77:08:0008002:65;ул Исаковского (г Москва, ул Исаковского, вл 24, корпус 3);10700; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА № 552
787;25322928;77:09:0002012:40;ул Клязьминская (г Москва, ул Клязьминская, вл 10Б);10553; ;ОСУЩЕСТВЛЕНИЯ УЧЕБНО-ВОСПИТАТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ
788;25322337;77:08:0008002:68;ул ИСАКОВСКОГО (г Москва, ул Исаковского, вл 10, корпус 2);8553; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА № 1191
789;25342601;77:01:0002023:100;пер 1-й Котельнический (г Москва, пер 1-й Котельнический, вл 5);5920; ;эксплуатации здания под учебно-воспитательные цели и благоустройства территории
790;25406329;77:02:0002011:79;ул Осташковская (г Москва, ул Осташковская, д 28, корпус 4);9411; ;ЭКСПЛУАТАЦИИ здания дошкольного учреждения
791;25256779;77:01:0003005:1001;ул Радио (г. Москва, ул. Радио, вл. 6/4, стр. 1);3536; ;земельный участок предназначен для размещения объектов образования, науки (1.2.7.)
792;25271468;77:01:0003005:38;пер Мрузовский (г Москва, пер Мрузовский, вл 11);657; ;использования территории для эксплуатации административно-складских зданий
793;25271179;77:01:0001089:39;ул Садовая-Сухаревская (г Москва, ул Садовая-Сухаревская, вл 12/14, стр 1);3459; ;эксплуатации общеобразовательной школы
794;25299151;77:05:0010004:192;ул Липецкая (г Москва, ул Липецкая, вл 44 А, соор 1);570;Аренда;ЭКСПЛУАТАЦИИ объекта гражданской обороны
795;25298202;77:02:0008005:166;ул Санникова (г Москва, ул Санникова, вл 9, корпус 2);10,67; ;ЭКСПЛУАТАЦИИ здания мобилизационного назначения
796;25271178;77:01:0001089:36;ул Сретенка (г Москва, ул Сретенка, вл 29);4039; ;эксплуатации здания под образовательные цели и благоустройства территории
797;25297885;77:01:0004019:115;ул Пресненский Вал (г Москва, ул Пресненский Вал, вл 15, стр 1);3926; ;эксплуатации здания и территории под образовательные цели
798;25272427;77:02:0002011:50;ул Лескова (г. Москва, ул. Лескова, вл. 22А);2378; ;эксплуатации здания лечебно-профилактического учреждения
799;25272783;77:02:0013005:27;ул Лосевская;48,98; ;ЭКСПЛУАТАЦИИ зданий детской поликлиники и архива
800;25272782;77:02:0013005:26;ул Лосевская (г Москва, ул Лосевская, вл 4, стр 1,2);2090,62; ;эксплуатации зданий детской поликлиники и архива
801;25186113;77:05:0012004:35;ул Борисовские Пруды (г Москва, ул Борисовские Пруды, вл 12, корпус 2);28445; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
802;25185177;77:04:0004019:44;ул Перерва (г Москва, ул Перерва, вл 36);17850; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
803;25183377;77:02:0013011:35;ул Федоскинская (г Москва, ул Федоскинская, вл 3, стр 1);9972; ;эксплуатации здания детского сада
804;25183338;77:02:0013008:71;ул Федоскинская (г Москва, ул Федоскинская, вл 4, стр 1);18640; ;эксплуатации здания школы
805;25183354;77:02:0013009:31;ш Ярославское (г. Москва, Ярославское ш., вл. 118, к. 4);4685,1; ;земельные участки, предназначенные для размещения объектов образования (1.2.7)
806;25183965;77:03:0002017:51;ул Алтайская (г Москва, ул Алтайская, вл 2, стр 1);8819; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
807;25181787;77:01:0001095:40;б-р Петровский (г Москва, Петровский бульвар, вл 19/2, стр 1);451,32; ;эксплуатации зданий историко-культурного назначения
808;25181473;77:01:0001050:77;ул Пречистенка (г Москва, ул Пречистенка, вл 17/9/8);1600; ;эксплуатации зданий историко-культурного назначения
809;25183970;77:03:0001005:17;ул Краснобогатырская (г. Москва, ул. Краснобогатырская, вл. 21А);23015,75; ;земельные участки, предназначенные для размещения объектов образования (1.2.7)
810;25181756;77:01:0002005:52;ул Пятницкая (г Москва, ул Пятницкая, вл 62, стр 1-2);1000; ;эксплуатации зданий историко-культурного назначения
811;25232490;77:08:0010012:18;ул Мневники (г Москва, ул Мневники, вл 13, корпус 2);3167; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
812;25232489;77:08:0010012:16;ул ДЕМЬЯНА БЕДНОГО (г Москва, ул Демьяна Бедного, вл 1, корпус 4);3920; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
813;25233597;77:10:0004001:61; (г. Москва, Зеленоград, кор. 137);8889; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ С ЦЕЛЬЮ ОРГАНИЗАЦИИ УЧЕБНО-ВОСПИТАТЕЛЬНОГО ПРОЦЕССА ДЕТЕЙ
814;25232947;77:09:0003014:36;б-р Матроса Железняка (г Москва, б-р Матроса Железняка, вл 12);9274; ;эксплуатации общеобразовательной школы
815;25232600;77:09:0001005:12;ш Ленинградское (г Москва, ш Ленинградское, вл 29А);5395; ;эксплуатации детских яслей-сада
816;25232664;77:09:0001016:61;б-р Кронштадтский (г Москва, б-р Кронштадтский, вл 49 А);5653; ;эксплуатации здания под образовательные и административные цели
817;25232370;77:08:0010006:22;ул Маршала Тухачевского (г Москва, ул Маршала Тухачевского, вл 61, корпус 2);11111; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА № 564
818;25232347;77:08:0009010:20;ул МАРШАЛА НОВИКОВА (г Москва, ул Маршала Новикова, вл 13);9932; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ЦЕНТРА
819;25185597;77:05:0005005:17;пр-кт Пролетарский (г Москва, пр-кт Пролетарский, дом 7, корпус 3);16097; ;ЭКСПЛУАТАЦИИ ШКОЛЫ
820;25185278;77:04:0004012:22;ул Совхозная (г Москва, ул Совхозная, вл 16, корпус 2);10281; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
821;25322909;77:09:0003001:62;ул Академическая Б. (г Москва, ул Большая Академическая, вл 63А);6553; ;ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
822;25406328;77:02:0002011:66;ул Пришвина (г Москва, ул Пришвина, д 13а);10572; ;ИСПОЛЬЗОВАНИЯ ТЕРРИТОРИИ И ЭКСПЛУАТАЦИИ здания дошкольного образовательного учреждения
823;25406327;77:02:0002011:65;ул Мурановская (г Москва, ул Мурановская, д 8б);15065; ;ИСПОЛЬЗОВАНИЯ ТЕРРИТОРИИ И ЭКСПЛУАТАЦИИ здания школы
824;25404715;77:01:0001047:63;пер Филипповский (г Москва, пер Филипповский, вл 3/16А, стр 1);1132,3; ;эксплуатации зданий историко-культурного назначения
825;25405460;77:01:0002003:93;пер 1-й Хвостов (г Москва, пер 1-й Хвостов, вл 11, стр 2);300; ;земельные участки, предназначенные для размещения административных и офисных зданий (1.2.7)
826;25405362;77:01:0001099:49;ул Малая Дмитровка (г Москва, ул Малая Дмитровка, вл 23/15, стр 3);2281; ;эксплуатации здания в учебно-воспитательных целях и благоустройства территории без права коммерческого использования и застройки
827;25405287;77:01:0001085:22;ул Мясницкая (г. Москва, Мясницкая улица, вл. 37, стр. 3);400;Аренда;эксплуатации зданий историко-культурного назначения
828;25405214;77:01:0001051:68;пер Пожарский (г Москва, пер Пожарский, вл 7);2981; ;эксплуатации зданий историко-культурного назначения
829;25405255;77:01:0001062:12;б-р Новинский (г Москва, б-р Новинский, вл 18, стр 1);1112; ;осуществления учебно-воспитательной деятельности (детская прогулочная площадка).
830;25405027;77:01:0001024:32;пер Подсосенский (г Москва, пер Подсосенский, вл 20/12, стр 15);83; ;эксплуатации здания под учебные цели
831;25272132;77:01:0005012:11;пер Пуговишников (г Москва, пер Пуговишников, вл 7);2450; ;эксплуатации здания и использования территории в учебно-воспитательных целях
832;25277421;77:08:0009032:15;пер Тепличный (г. Москва, Тепличный переулок, вл. 5, корп. 1);3900; ;объекты размещения учреждений дошкольного воспитания (1.2.17)
833;25276581;77:07:0008004:67;ул Беловежская (г Москва, ул Беловежская, вл 51);9934; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
834;25273759;77:03:0003016:14;ул Черкизовская Б. (г Москва, ул Большая Черкизовская, вл 12);13208; ;ЭКСПЛУАТАЦИИ ЗДАНИЙ БОЛЬНИЦЫ И БЛАГОУСТРОЙСТВА ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
835;25275005;77:05:0001016:18;ш ЗАГОРОДНОЕ (г Москва, ш Загородное, вл 8А, стр 1, 2);8389; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ ШКОЛЫ С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
836;25212451;77:03:0006012:1001;ул Владимирская 3-я (г. Москва, ул. 3-я Владимирская, вл. 5);13217,33; ;земельные участки, предназначенные для размещения объектов образования (1.2.7)
837;25209397;77:05:0007002:247;ул Чертановская (г Москва, ул Чертановская, вл 27 А);12532; ;ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ ДЕТСКОГО САДА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
838;25213180;77:07:0015005:1224;ул Шолохова (г. Москва, ул. Шолохова, вл. 9, к. 3);9384,01; ;земельные участки, предназначенные для размещения объектов образования (1.2.7)
839;25213179;77:07:0015005:1223;ул Скульптора Мухиной (г. Москва, ул. Скульптора Мухиной, вл. 9);9049; ;земельные участки, предназначенные для размещения объектов образования (1.2.7)
840;25212816;77:07:0013004:1004;пр-кт Мичуринский (г. Москва, Мичуринский просп., вл. 33, к. 1);9929; ;земельные участки предназначенные для размещения объектов образования (1.2.7)
841;25181212;77:01:0001021:20;ул Солянка (г Москва, ул Солянка, вл 5/2, стр 1, 4);1166; ;эксплуатации храма (церкви)
842;25182045;77:01:0003018:51;ул Спартаковская (г Москва, ул Спартаковская, вл 3, стр 1, 2, 3);1956,85; ;эксплуатации зданий историко-культурного назначения
843;25181149;77:01:0001030:87;ул Макаренко (г Москва, ул Макаренко, вл 4, стр 1);1431;Аренда;эксплуатации части здания под административные цели
844;25181760;77:01:0002015:60;пер Голутвинский 3-й (г Москва, пер Голутвинский 3-й, вл 8/10);1268; ;эксплуатации зданий историко-культурного назначения
845;25232417;77:08:0008005:22;ул Кулакова (г. Москва, улица Кулакова, вл. 13);3235; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОЛИКЛИНИКИ № 109
846;25214470;77:01:0004014:4;ул Большая Грузинская (г Москва, ул Большая Грузинская, вл 32-34, стр 5);200; ;эксплуатации здания под служебные цели
847;25232738;77:09:0001019:72;проезд Конаковский (г Москва, проезд Конаковский, вл 5);13071; ;ОСУЩЕСТВЛЕНИЯ УЧЕБНО-ВОСПИТАТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ
848;25208634;77:02:0021015:165;ул Новодмитровская Б.;27010;Аренда;ЭКСПЛУАТАЦИИ зданий и сооружений троллейбусного завода
849;25209622;77:06:0004001:166;ул Профсоюзная (г Москва, ул Профсоюзная, вл 15А);10803; ;эксплуатации существующих зданий и сооружений школы
850;25208981;77:04:0004003:124;пр-кт Волгоградский (г Москва, пр-кт Волгоградский, вл 110, корпус 2);2900; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОЛИКЛИНИКИ
851;25185275;77:04:0004001:95;ул Текстильщиков 1-я (г. Москва, 1-я улица Текстильщиков, вл. 16);8705; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ И ПРИЛЕГАЮЩЕЙ К ЗДАНИЮ ТЕРРИТОРИИ ШКОЛЫ № 687
852;25188764;77:09:0005012:12;проезд Хорошевский 3-й (г Москва, проезд Хорошевский 3-й, вл 2);5068; ;эксплуатации административного здания
853;25188108;77:09:0001019:71;проезд Конаковский (г Москва, проезд Конаковский, вл 12А);5843; ;ДАЛЬНЕЙШЕЙ РАБОТЫ ВОСПИТАТЕЛЬНО-ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ
854;25170181;77:01:0004033:2;пер Глубокий (г Москва, пер Глубокий, вл 3, стр 1);3790; ;осуществления учебно-воспитательной деятельности
855;25187776;77:08:0008002:69;ул Исаковского (г Москва, ул Исаковского, вл 28, корпус 3);10546; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ НАЧАЛЬНОЙ ШКОЛЫ-ДЕТСКОГО САДА № 1764
856;25232715;77:09:0001018:68;б-р Кронштадтский (г. Москва, Кронштадтский бульвар, вл. 33);11571; ;отсутствует
857;25232410;77:08:0010008:49;б-р ГЕНЕРАЛА КАРБЫШЕВА (г Москва, б-р Генерала Карбышева, вл 10, корпус 4);13100; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ № 131
858;25229638;77:04:0004017:15;ул Краснодонская (г. Москва, ул. Краснодонская, вл. 40);9974; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ УЧЕБНОГО ЗАВЕДЕНИЯ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
859;25229248;77:03:0006023:54;ул Сталеваров (г Москва, ул Сталеваров, вл 8А);11221; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ (БЕЗ ПРАВА ИЗМЕНЕНИЯ ФУНКЦИОНАЛЬНОГО НАЗНАЧЕНИЯ)
860;25366220;77:07:0007004:61;ул Брянская (г Москва, ул Брянская, вл 11, стр 1);2280; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД СТАНЦИЮ СКОРОЙ И НЕОТЛОЖНОЙ МЕДИЦИНСКОЙ ПОМОЩИ
861;25365718;77:06:0007005:74;ул Профсоюзная (г Москва, ул Профсоюзная, вл 156, корпус 6);11141; ;эксплуатации имущественного комплекса школы без права изменения функционального назначения
862;25365228;77:05:0011004:67;проезд Борисовский (г Москва, проезд Борисовский, вл 5, корпус 3);9132; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА С ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИЕЙ
863;25366574;77:07:0015005:55;ш БОРОВСКОЕ (г Москва, ш Боровское, вл 14);7284; ;эксплуатации насосной станции
864;25587543;77:08:0001005:1005;Новокуркинское шоссе, вл. 51, стр.6;0;Аренда;ЭКСПЛУАТАЦИИ КАНАЛИЗАЦИОННОЙ НАСОСНОЙ СТАНЦИИ
865;25408054;77:03:0005015:61;ул Нижняя Первомайская (г Москва, ул Нижняя Первомайская, вл 63/10);2340; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОЛИКЛИНИКИ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
866;25408906;77:04:0005001:55;б-р Жулебинский (г Москва, б-р Жулебинский, вл 8);4889; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОЛИКЛИНИКИ
867;25408958;77:04:0004024:30;ул Братиславская (г Москва, ул Братиславская, вл 13, корпус 2);7709; ;эксплуатации здания детского сада
868;25322447;77:08:0010012:20;ул Народного Ополчения (г Москва, ул Народного Ополчения, вл 10, корпус 3);3827; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
869;25321512;77:07:0005001:62;ул Филевская М. (г Москва, ул Малая Филевская, вл 26, корпус 2);16452; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
870;25363571;77:03:0005004:45;ул ПЕРВОМАЙСКАЯ (г Москва, ул Первомайская, вл 27А);5541; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
871;25364941;77:05:0006002:46;мкр Чертаново Северное (АДРЕСНЫЕ ОРИЕНТИРЫ: МКР. СЕВЕРНОЕ ЧЕРТАНОВО, КОРПУС 812);10776; ;ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ ДЕТСКОГО САДА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
872;25387788;77:03:0006010:100;ул Владимирская 1-я (г Москва, ул Владимирская 1-я, вл 15А);9161; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
873;25409560;77:05:0011002:16;проезд Шипиловский (г Москва, Шипиловский проезд, дом 37, корп 2);18194; ;эксплуатации здания школы с прилегающей территорией
874;25185684;77:05:0004012:53;ул КОЛОМЕНСКАЯ (г Москва, ул Коломенская, вл 15, корпус 3);9118; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ ДЕТСКОГО САДА С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
875;25433648;77:08:0002011:146;ул ДУБРАВНАЯ (г Москва, ул Дубравная, вл 45, стр 1);162;Аренда;ЭКСПЛУАТАЦИИ КАМЕРЫ-ПАВИЛЬОНА Т.83
876;25408379;77:03:0006021:93;пр-кт Зеленый (г Москва, пр-кт Зеленый, вл 66А);923;Аренда;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД ОБЩЕОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ
877;25407744;77:03:0003009:88;ул Большая Остроумовская (г Москва, ул Большая Остроумовская, вл 12, корпус 2);231;Аренда;ЭКСПЛУАТАЦИИ здания под административные цели
878;25499821;77:06:0009003:23;ул Голубинская (г Москва, ул Голубинская, вл 13, корпус 2);8355; ;эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
879;25662299;77:01:03042:075;1-й Коптельский переулок, вл. 24, стр.1;0;Аренда;ЭКСПЛУАТАЦИИ здания под административные цели
880;25454338;77:06:0003002:79;ул Вавилова (г Москва, ул Вавилова, вл 57, корпус 3);4331;Аренда;эксплуатации служебного здания
881;25412073;77:09:0003017:98;ул Радиаторская 2-я (г Москва, ул Радиаторская 2-я, вл 9);8961; ;осуществления образовательной деятельности
882;25481201;77:07:0014008:1004;ул 26 Бакинских Комиссаров (г. Москва, ул. 26-ти Бакинских Комиссаров, вл. 16, стр. 1);119,24;Аренда;земельные участки, предназначенные для размещения объектов, необходимых для эксплуатации, содержания, строительства, реконструкции, ремонта, развития наземных и подземных сооружений энергетики (1.2.13)
883;25453771;77:05:0005004:93;пер Котляковский 1-й (г Москва, пер Котляковский 1-й, вл 13);7000,08;Аренда;эксплуатации зданий комбината и автостоянки
884;25407379;77:02:0023012:32;ул Маломосковская (г. Москва, ул. Маломосковская, вл. 14);40148;Аренда;под техническое обслуживание и ремонт дорожных и уборочных машин
885;25405604;77:01:0002019:11;пер Руновский (г Москва, пер Руновский, вл 6);760;Аренда;эксплуатации насосной станции
886;25477963;77:07:0001002:199;ул Крылатские Холмы (г Москва, ул Крылатские Холмы, вл 15, корпус 1);16520; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ
887;25478248;77:07:0015003:216;ул 50 лет Октября (г. Москва, ул. 50 лет Октября, вл. 13А);18093; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
888;25454344;77:06:0001003:19;ул Молодежная (г Москва, ул Молодежная, вл 3А);3669; ;эксплуатации имущественного комплекса детского сада без права изменения функционального назначения.
889;25787994;77:02:0016003:1002;улица Вешних Вод, вл. 2Б;0;Аренда;эксплуатации имущественного комплекса поликлиники без права изменения функционального назначения
890;25455020;77:07:0001002:25;ул Крылатские Холмы (г Москва, ул Крылатские Холмы, вл 5);4594; ;ЭКСПЛУАТАЦИИ ЗДАНИЙ И СООРУЖЕНИЙ ПОЛИКЛИНИКИ
891;25449590;77:01:0001068:43;ул Малая Бронная (г Москва, ул Малая Бронная, вл 5-7, стр 1);7722; ;ЭКСПЛУАТАЦИИ здания под учебно-воспитательные цели
892;25456043;77:08:0008008:28;ул Таллинская (г Москва, ул Таллинская, вл 19, корпус 2);11098; ;эксплуатации учебно-воспитательного комплекса №1836
893;25302315;77:06:0002011:1001;ул Винокурова (г. Москва, ул. Винокурова, вл. 3, стр. 1);31;Аренда;объекты размещения помещений и технических устройств газорегуляторных пунктов (ГРП) (1.2.10)
894;25361347;77:01:0003010:44;пер Гороховский (г Москва, пер Гороховский, вл. 3, стр.1,2);2800;Аренда;"эксплуатации зданий историко-культурного назначения; эксплуатации административных зданий с проведением ремонтно-реставрационных работ и благоустройства территории в соответствии с плановым заданием УГК ОИП."
895;25185171;77:04:0004028:11;ул Белореченская (г Москва, ул Белореченская, вл 41, корпус 1);18;Аренда;"ЭКСПЛУАТАЦИИ МЕТАЛЛИЧЕСКОГО ТЕНТА - УКРЫТИЯ ТИПА ""ПЕНАЛ"", БЕЗ ПРАВА ПРОВЕДЕНИЯ ЗЕМЛЯНЫХ РАБОТ"
896;25412637;77:10:0002002:36;мкр 4-Й (г Москва, 4-й микрорайон г Зеленограда, корпус 442А);9744; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ С ЦЕЛЬЮ ОРГАНИЗАЦИИ УЧЕБНО-ВОСПИТАТЕЛЬНОГО ПРОЦЕССА ДЕТЕЙ
897;25412621;77:10:0002001:21;мкр 2-й (г Москва, 2-й микрорайон г Зеленограда, у корпуса 225);4668; ;ЭКСПЛУАТАЦИИ ЗДАНИЙ С ЦЕЛЬЮ ОКАЗАНИЯ МЕДИЦИНСКИХ УСЛУГ НАСЕЛЕНИЮ
898;25408980;77:04:0006000:11;ул Вольская 2-я (г. Москва, ул. 2-я Вольская, вл. 30);974116,06;Аренда;земельные участки предназначенные для размещения производственных и административных зданий, строений, сооружений промышленности, коммунального хозяйства (1.2.9)
899;25181423;77:01:0001068:50;ул Спиридоновка (г Москва, ул Спиридоновка, вл. 4, стр.2);212;Аренда;эксплуатации здания под административные цели
900;25482855;77:01:0002022:5;ул Садовническая (г Москва, ул Садовническая, вл 27, стр 8);1307;Аренда;ЭКСПЛУАТАЦИИ ПРОЧИХ ЗЕМЕЛЬ АДМИНИСТРАТИВНО-УПРАВЛЕНЧЕСКИХ УЧРЕЖДЕНИЙ И ОБЩЕСТВЕННЫХ ОРГАНИЗАЦИЙ.
901;25322071;77:08:0004001:57;ул Василия Петушкова (г Москва, ул Василия Петушкова, вл 13, корпус 2, стр 1);765;Аренда;ЭКСПЛУАТАЦИИ ЦЕНТРАЛЬНОГО ТЕПЛОВОГО ПУНКТА № 105
902;25439092;77:06:0002012:5;ул Винокурова (г Москва, ул Винокурова, вл 4, корпус 3);3431; ;эксплуатации имущественного комплекса центра восстановительного лечения детей без права изменения функционального назначения
903;25439271;77:08:0004009:6;ул Свободы (г Москва, ул Свободы, вл 51);3545; ;ЭКСПЛУАТАЦИИ ЯСЛЕЙ-САДА №270
904;25271283;77:01:0002024:30;ул Гончарная (г Москва, ул Гончарная, вл 18, стр 1);2000;Аренда;земельные участки, предназначенные для размещения административных и офисных зданий (1.2.7)
905;25315560;77:01:0001037:60;пер Милютинский (г Москва, пер Милютинский, вл 14, стр 6);2143;Аренда;эксплуатации зданий историко-культурного назначения
906;25227569;77:02:0009002:48;ш Алтуфьевское (г Москва, ш Алтуфьевское вл 2, Сигнальный пр., вл 1);9626;Аренда;ЭКСПЛУАТАЦИИ ЗДАНИЙ ГОСТИНИЦЫ (9062 КВ.М.) И РАЗМЕЩЕНИЯ ГОСТЕВЫХ АВТОСТОЯНОК С ПРАВОМ КОММЕРЧЕСКОГО ИСПОЛЬЗОВАНИЯ, УСТАНОВКОЙ ПОСТА ОХРАНЫ И ЛЕГКОСЪЕМНОГО ШЛАГБАУМА (564 КВ.М
907;25406518;77:01:0006036:18;ул Калитниковская Ср. (г Москва, ул Средняя Калитниковская, вл 29);3578; ;эксплуатация здания и благоустройство территории под лечебные цели
908;25407659;77:03:0002016:69;ул Новосибирская (г Москва, ул Новосибирская, вл 3А);13628; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ И БЛАГОУСТРОЙСТВА ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
