0_uidnftn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
8483;"Государственное бюджетное образовательное учреждение города Москвы центр развития творчества детей и юношества ""Лефортово""                                                                                                                                    ";"ГБОУ ЦРТДиЮ ""Лефортово""                                                                                                                                                                                                                                       ";111250, г. Москва, Лефортовский вал, дом 14                                                                                                                                                                                                                   ;12778,27786;10414,94822;2120515;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;"(495) 361-14-29; (495) 361-13-81; (495) 361-13-77; (495) 361-13-06; (495) 707-16-87                                                                                                                                                                           ";http://lefort.ru/                                                                                                                                                                                                                                             ;Городское подчинение: Управление воспитания и дополнительного образования                                                                                                                                                                                     
8720;"Государственное бюджетное образовательное учреждение города Москвы центр дополнительного образования детей ""Эврика""                                                                                                                                           ";"ГБОУ ЦДОД ""Эврика""                                                                                                                                                                                                                                            ";117485, г.Москва, ул. Бутлерова,  д. 5Б, строение 1                                                                                                                                                                                                           ;1817,05545;-1534,453763;3000189;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр дополнительного образование детей                                                                                                                                                                                                                       ;334-98-70                                                                                                                                                                                                                                                     ;http://cdo-evrika.ru                                                                                                                                                                                                                                          ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
8721;"Государственное бюджетное образовательное учреждение города Москвы центр дополнительного образования детей ""Диалог наук""                                                                                                                                      ";"ГБОУ ЦДОД ""Диалог наук""                                                                                                                                                                                                                                       ";119296, г. Москва, Университетский проспект, дом 5                                                                                                                                                                                                            ;3390,924;3168,361741;26794;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр дополнительного образование детей                                                                                                                                                                                                                       ;137-05-15                                                                                                                                                                                                                                                     ;http://dialog-nauk.mosuzedu.ru                                                                                                                                                                                                                                ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6898;Государственное бюджетное  образовательное учреждение города Москвы центр эстетического воспитания детей                                                                                                                                                      ;ГБОУ ЦЭВД                                                                                                                                                                                                                                                     ;109028 Покровский бульвар, 10, стр. 1                                                                                                                                                                                                                         ;9335,0376;10000,5853;4302187;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;(495) 917-81-28                                                                                                                                                                                                                                               ;http://cevd.msk.ru                                                                                                                                                                                                                                            ;Центральное окружное управление образования                                                                                                                                                                                                                   
6906;"Государственное бюджетное образовательное учреждение города Москвы центр детского творчества ""Москворечье""                                                                                                                                                    ";"ГБОУ ЦДТ ""Москворечье""                                                                                                                                                                                                                                        ";113054 г. Москва, ул. Бахрушина, д.17, стр.1                                                                                                                                                                                                                  ;8660,088008;7561,032825;2101886;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;235-31-46                                                                                                                                                                                                                                                     ;http://cdtm.edu.ru                                                                                                                                                                                                                                            ;Центральное окружное управление образования                                                                                                                                                                                                                   
6896;"Государственное бюджетное образовательное учреждение города Москвы дом детского творчества ""Парк ""Усадьба Трубецких в Хамовниках""""                                                                                                                            ";"ГБОУ ДДТ ""Парк ""Усадьба Трубецких в Хамовниках""                                                                                                                                                                                                               ";119048 г. Москва, ул. Савельева, д.5                                                                                                                                                                                                                          ;4075,525075;6167,480962;2121174;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Дом                                                                                                                                                                                                                                                           ;(495) 637-00-48                                                                                                                                                                                                                                               ;http://park_hamovniki.vsevteme.ru                                                                                                                                                                                                                             ;Центральное окружное управление образования                                                                                                                                                                                                                   
7127;Государственное бюджетное образовательное учреждение города Москвы детская школа искусств                                                                                                                                                                     ;ГБОУ ДШИ                                                                                                                                                                                                                                                      ;127642, г. Москва, проезд Дежнева, дом 8, корп.1                                                                                                                                                                                                              ;9014,683457;22925,92342;2114180;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Детская школа искусств                                                                                                                                                                                                                                        ;477-11-44                                                                                                                                                                                                                                                     ;http://shcool-of-arts.ucoz.ru                                                                                                                                                                                                                                 ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
8663;"Государственное бюджетное образовательное учреждение города Москвы  детская музыкально-хоровая школа ""Радость""                                                                                                                                                ";"ГБОУ ДМХШ ""Радость""                                                                                                                                                                                                                                           ";125008 Михалковская улица, д. 22                                                                                                                                                                                                                              ;1922,665925;19230,90257;2103156;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Школа                                                                                                                                                                                                                                                         ;154-35-20                                                                                                                                                                                                                                                     ;http://radost-moscow.ru/                                                                                                                                                                                                                                      ;Северное окружное управление образования                                                                                                                                                                                                                      
8882;Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 24                                                                                                                       ;ГАОУ СПО ТК № 24                                                                                                                                                                                                                                              ;105484, г. Москва,  ул. 16-я Парковая,  д. 20 строение 1                                                                                                                                                                                                      ;20887,44483;15344,48932;2105432;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Автономное                                                                                                                                                                                                                                                    ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 461-52-19                                                                                                                                                                                                                                               ;http://k24.mskcollege.ru/                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8659;"Государственное бюджетное образовательное учреждение города Москвы  центр творческого развития и гуманитарного образования ""Поликультурный центр""                                                                                                             ";"ГБОУ ЦТРи ГО ""Поликультурный центр""                                                                                                                                                                                                                           ";125040 Правды улица, д. 3а                                                                                                                                                                                                                                    ;4869,524117;13082,01858;2117584;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;614-01-18                                                                                                                                                                                                                                                     ;http://www.kuldeti.ru                                                                                                                                                                                                                                         ;Северное окружное управление образования                                                                                                                                                                                                                      
8484;"Государственное бюджетное образовательное учреждение города Москвы центр творческого развития и гуманитарного образования ""Экономика-культура-образование""                                                                                                    ";"ГБОУ ЦТРиГО ""Экономика-культура-образование""                                                                                                                                                                                                                  ";115088 Новоостаповская улица, 10, стр.1                                                                                                                                                                                                                       ;10743,34685;5662,792447;2131531;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;674-46-11                                                                                                                                                                                                                                                     ;http://www.goeko.ru                                                                                                                                                                                                                                           ;Городское подчинение: Управление воспитания и дополнительного образования                                                                                                                                                                                     
8719;"Государственное бюджетное образовательное учреждение города Москвы Центр дополнительного образования детей ""Дистантное обучение""                                                                                                                              ";"ГБОУ ЦДОД ""Дистантное обучение""                                                                                                                                                                                                                               ";119421 Новаторов улица, 34-2                                                                                                                                                                                                                                  ;1587,88175;-422,1292211;2101060;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр дополнительного образование детей                                                                                                                                                                                                                       ;(495) 936-31-04                                                                                                                                                                                                                                               ;http://www.desc.ru                                                                                                                                                                                                                                            ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
9125;Государственное бюджетное образовательное учреждение города Москвы Московский центральный дворец творчества детей и молодежи                                                                                                                                  ;ГБОУ ДТДМ                                                                                                                                                                                                                                                     ;119180 г.Москва, ул. Александра Невского, д. 4, стр. 1.                                                                                                                                                                                                       ;9984,940462;8372,924625;2131003;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Дворец                                                                                                                                                                                                                                                        ;250-29-09                                                                                                                                                                                                                                                     ;http://miussy.ru                                                                                                                                                                                                                                              ;Центральное окружное управление образования                                                                                                                                                                                                                   
