0_OBJECTID;0_UID;0_Название_объекта;0_Подпись;Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;Направление;Услуга/скорость;0_MODDATE;0_MODUSER;0_SHAPE_WGS_84;0_SHAPE_WGS_84___Pseudo_Mercator
471;421;Комплекс фото-видеофиксации нарушений ПДД;Мякининский проезд - МКАД  (в центр) Неманский проезд, д. 11;Мякининский проезд - МКАД  (в центр) Неманский проезд, д. 11;37.394303;55.807773;;;;;;в центр;Контроль (База);;;POINT (55.80777305750877 37.39430294044728);POINT (4162714.761900004 7520243.492600009)
472;422;Комплекс фото-видеофиксации нарушений ПДД;Маршала Катукова ул. - МКАД (в центр) Неманский проезд, д. 4к2;Маршала Катукова ул. - МКАД (в центр) Неманский проезд, д. 4к2;37.392058;55.813917999999994;;;;;;в центр;Контроль (База);;;POINT (55.813918057121285 37.3920579409578);POINT (4162464.849700004 7521460.836600006)
473;423;Комплекс фото-видеофиксации нарушений ПДД;Мякининский проезд - МКАД (в центр) Неманский проезд, д. 13к2;Мякининский проезд - МКАД (в центр) Неманский проезд, д. 13к2;37.391343;55.809464999999996;;;;;;в центр;Контроль (База);;;POINT (55.809465056919116 37.39134293948381);POINT (4162385.2561000027 7520578.663900003)
474;424;Комплекс фото-видеофиксации нарушений ПДД;Мякининский проезд - МКАД (из центра);Мякининский проезд - МКАД (из центра);37.384046999999995;55.809368;;;;;;из центра;Контроль (База);;;POINT (55.80936805693685 37.38404694132382);POINT (4161573.0693000033 7520559.448600009)
475;425;Комплекс фото-видеофиксации нарушений ПДД;Неманский проезд - МКАД                         (в центр) Неманский проезд, д. 8к1;Неманский проезд - МКАД                         (в центр) Неманский проезд, д. 8к1;37.390677;55.807095999999994;;;;;;в центр;Контроль (База);;;POINT (55.80709605702576 37.390676940210255);POINT (4162311.1174000017 7520109.388400003)
476;426;Комплекс фото-видеофиксации нарушений ПДД;Профсоюзная ул. - МКАД (в центр);Профсоюзная ул. - МКАД (в центр);37.494588;55.612508;;;;;;в центр;Контроль (База);;;POINT (55.61250806930595 37.494587928461925);POINT (4173878.435700003 7481660.544500008)
477;427;Комплекс фото-видеофиксации нарушений ПДД;Горбунова ул. - МКАД (в центр);Горбунова ул. - МКАД (в центр);37.383959;55.723341;;;;;;в центр;Контроль (База);;;POINT (55.72334106156861 37.38395893607037);POINT (4161563.2726000026 7503536.671400003)
478;428;Комплекс фото-видеофиксации нарушений ПДД;Горбунова ул. - МКАД (внутренняя сторона);Горбунова ул. - МКАД (внутренняя сторона);37.379934999999996;55.72598;;;;;;внутренняя сторона;Контроль (База);;;POINT (55.72598006137111 37.37993493545012);POINT (4161115.3229000047 7504058.311200008)
479;429;Комплекс фото-видеофиксации нарушений ПДД;Горбунова ул. - МКАД (из центра);Горбунова ул. - МКАД (из центра);37.376866;55.723800999999995;;;;;;из центра;Контроль (База);;;POINT (55.72380106159403 37.37686593650333);POINT (4160773.683500003 7503627.595100008)
480;430;Комплекс фото-видеофиксации нарушений ПДД;Генерала Дорохова ул. - МКАД, в центр;Генерала Дорохова ул. - МКАД, в центр;37.420556999999995;55.684186999999994;;;;;;в центр;Контроль (База);;;POINT (55.68418706456493 37.420556933159354);POINT (4165637.343000002 7495801.406500004)
481;431;Комплекс фото-видеофиксации нарушений ПДД;Ярославское шоссе - МКАД Комплекс №2, в центр;Ярославское шоссе - МКАД Комплекс №2, в центр;37.722831;55.880385;;;;;;в центр;Контроль (База);;;POINT (55.88038505957631 37.72283093800988);POINT (4199286.331300005 7534640.461800009)
482;432;Комплекс фото-видеофиксации нарушений ПДД;Осташковское шоссе - МКАД Комплекс №1, в центр;Осташковское шоссе - МКАД Комплекс №1, в центр;37.673503;55.893074;;;;;;в центр;Контроль (База);;;POINT (55.89307405821884 37.67350294018243);POINT (4193795.163700003 7537159.105500005)
483;433;Комплекс фото-видеофиксации нарушений ПДД;Осташковское шоссе - МКАД Комплекс №2, в центр;Осташковское шоссе - МКАД Комплекс №2, в центр;37.672888;55.893228;;;;;;в центр;Контроль (База);;;POINT (55.893228057860675 37.672887939165896);POINT (4193726.702100005 7537189.678000003)
484;434;Комплекс фото-видеофиксации нарушений ПДД;Сталеваров ул. - МКАД (в центр);Сталеваров ул. - МКАД (в центр);37.84151;55.767500000000005;;;;;;в центр;Контроль (База);;;POINT (55.76750006719124 37.84150993039343);POINT (4212497.616300002 7512270.037900008)
485;435;Комплекс фото-видеофиксации нарушений ПДД;Сталеваров ул. - МКАД (внутренняя сторона);Сталеваров ул. - МКАД (внутренняя сторона);37.842796;55.766385;;;;;;внутренняя сторона;Контроль (База);;;POINT (55.76638506742668 37.84279593070644);POINT (4212640.773200005 7512049.401700005)
486;436;Комплекс фото-видеофиксации нарушений ПДД;Свободы ул. - МКАД, в центр;Свободы ул. - МКАД, в центр;37.433094;55.874879;;;;;;в центр;Контроль (База);;;POINT (55.87487905464039 37.433093943435416);POINT (4167032.956600003 7533547.829100005)
487;437;Комплекс фото-видеофиксации нарушений ПДД;Карамзина пр. - МКАД, в центр;Карамзина пр. - МКАД, в центр;37.533359;55.594134;;;;;;в центр;Контроль (База);;;POINT (55.594134071179596 37.53335892596869);POINT (4178194.403400004 7478039.877600007)
488;438;Комплекс фото-видеофиксации нарушений ПДД;Волоколамское шоссе - МКАД (из центра);Волоколамское шоссе - МКАД (из центра);37.391352;55.833475;;;;;;из центра;Контроль (База);;;POINT (55.83347505613253 37.391351940602966);POINT (4162386.258100003 7525336.420200005)
489;439;Комплекс фото-видеофиксации нарушений ПДД;Саломеи Нерис ул. - МКАД                          (из центра);Саломеи Нерис ул. - МКАД                          (из центра);37.388465;55.851507999999995;;;;;;из центра;Контроль (База);;;POINT (55.85150805520959 37.38846494302771);POINT (4162064.8790000044 7528911.722300008)
490;440;Комплекс фото-видеофиксации нарушений ПДД;Саломеи Нерис ул. - МКАД (внешняя сторона);Саломеи Нерис ул. - МКАД (внешняя сторона);37.391549;55.847854999999996;;;;;;внешняя сторона;Контроль (База);;;POINT (55.847855054656065 37.391548942043094);POINT (4162408.1882000044 7528187.328300007)
491;441;Комплекс фото-видеофиксации нарушений ПДД;Николая Старостина ул. - МКАД, из центра;Николая Старостина ул. - МКАД, из центра;37.845895999999996;55.731229;;;;;;из центра;Контроль (База);;;POINT (55.731229069555866 37.845895927818695);POINT (4212985.863300003 7505095.965000004)
492;442;Комплекс фото-видеофиксации нарушений ПДД;Молдагуловой ул. - МКАД, в центр;Молдагуловой ул. - МКАД, в центр;37.834306;55.718987999999996;;;;;;в центр (Комплекс №1);Контроль (База);;;POINT (55.71898806946126 37.834305927803385);POINT (4211695.670400005 7502676.311100006)
493;443;Комплекс фото-видеофиксации нарушений ПДД;Молдагуловой ул. - МКАД, в центр;Молдагуловой ул. - МКАД, в центр;37.83407;55.719224;;;;;;в центр (Комплекс №2);Контроль (База);;;POINT (55.719224070089936 37.834069928700124);POINT (4211669.399100002 7502722.953700006)
494;444;Комплекс фото-видеофиксации нарушений ПДД;Молдагуловой ул. - МКАД, из центра;Молдагуловой ул. - МКАД, из центра;37.842675;55.717934;;;;;;из центра (Комплекс №3);Контроль (База);;;POINT (55.717934069967 37.84267492673934);POINT (4212627.303100005 7502468.004600003)
495;445;Комплекс фото-видеофиксации нарушений ПДД;Сколковское шоссе - МКАД (в центр);Сколковское шоссе - МКАД (в центр);37.400963999999995;55.70359;;;;;;в центр;Контроль (База);;;POINT (55.703590062453756 37.40096393390598);POINT (4163456.260300003 7499633.694700003)
496;446;Комплекс фото-видеофиксации нарушений ПДД;Востряковский проезд - МКАД, в центр;Востряковский проезд - МКАД, в центр;37.653613;55.575264;;;;;;в центр;Контроль (База);;;POINT (55.57526407456777 37.65361292376015);POINT (4191581.0172000043 7474323.236500002)
497;447;Комплекс фото-видеофиксации нарушений ПДД;Варшавское ш. - МКАД (из центра);Варшавское ш. - МКАД (из центра);37.597719999999995;55.567394;;;;;;из центра;Контроль (База);;;POINT (55.56739407389106 37.59771992285203);POINT (4185359.0368000045 7472773.686200008)
498;448;Комплекс фото-видеофиксации нарушений ПДД;Ул. Поляны-МКАД (из центра);Ул. Поляны-МКАД (из центра);37.566808;55.576778999999995;;;;;;из центра;Контроль (База);;;POINT (55.57677907266604 37.56680792464327);POINT (4181917.9289000034 7474621.565100007)
499;449;Комплекс фото-видеофиксации нарушений ПДД;Рязанский проспект - МКАД (из центра);Рязанский проспект - МКАД (из центра);37.840458999999996;55.706303999999996;;;;;;из центра;Контроль (База);;;POINT (55.706304070534166 37.840458926663864);POINT (4212380.619100004 7500169.890400007)
500;519;Комплекс фото-видеофиксации нарушений ПДД;Верхние поля ул. - МКАД, внешняя сторона;Верхние поля ул. - МКАД, внешняя сторона;37.84024;55.659552999999995;;;;;;внешняя сторона;Контроль база;;;POINT (55.65955307321265 37.84023992458411);POINT (4212356.239900004 7490938.682600006)
501;520;Комплекс фото-видеофиксации нарушений ПДД;Ваганьковский путепровод, опора МГТ №4805, напротив д. 2Б по Беговой ул., из центра;Ваганьковский путепровод, опора МГТ №4805, напротив д. 2Б по Беговой ул., из центра;37.554347;55.774358;;;;;;из центра;Контроль база;;;POINT (55.77435806207681 37.55434693609478);POINT (4180530.7780000046 7513627.237000003)
502;521;Комплекс фото-видеофиксации нарушений ПДД;1-я Дубровская ул., д. 2б, стр. 1 , из центра;1-я Дубровская ул., д. 2б, стр. 1 , из центра;37.668127;55.729461;;;;;;из центра;Контроль база;;;POINT (55.72946106641717 37.66812693104213);POINT (4193196.7091000043 7504746.440500006)
503;522;Комплекс фото-видеофиксации нарушений ПДД;Суворовская площадь, д. 2, стр. 1 , из центра;Суворовская площадь, д. 2, стр. 1 , из центра;37.616178999999995;55.781883;;;;;;из центра;Контроль база;;;POINT (55.78188306257146 37.616178934704806);POINT (4187413.8846000023 7515116.711500004)
504;523;Комплекс фото-видеофиксации нарушений ПДД;Новинки ул., д. 13, в центр;Новинки ул., д. 13, в центр;37.671464;55.676632999999995;;;;;;в центр;Контроль база;;;POINT (55.676633069306554 37.67146392798085);POINT (4193568.181900002 7494309.930300005)
505;524;Комплекс фото-видеофиксации нарушений ПДД;Госпитальная наб., д. 4, стр. 1а , к Электрозаводскому мосту;Госпитальная наб., д. 4, стр. 1а , к Электрозаводскому мосту;37.697804999999995;55.773717;;;;;;к Электрозаводскому мосту;Контроль база;;;POINT (55.77371706407384 37.69780493330801);POINT (4196500.449200004 7513500.373200007)
506;525;Комплекс фото-видеофиксации нарушений ПДД;Москворечье ул., напротив д. 1, из центра;Москворечье ул., напротив д. 1, из центра;37.637397;55.655339999999995;;;;;;из центра;Контроль база;;;POINT (55.655340069568275 37.63739692791666);POINT (4189775.860800002 7490107.346600004)
507;526;Комплекс фото-видеофиксации нарушений ПДД;Москворечье ул., д. 1, в центр;Москворечье ул., д. 1, в центр;37.638427;55.654686999999996;;;;;;в центр;Контроль база;;;POINT (55.65468706957213 37.6384269272383);POINT (4189890.5198000036 7489978.500600003)
508;527;Комплекс фото-видеофиксации нарушений ПДД;Шмитовский пр-д, д. 26, из центра;Шмитовский пр-д, д. 26, из центра;37.539283;55.756023;;;;;;из центра;Контроль база;;;POINT (55.75602306265073 37.53928293438179);POINT (4178853.861000005 7509999.269500002)
509;528;Комплекс фото-видеофиксации нарушений ПДД;Онежская ул., д. 36, из центра;Онежская ул., д. 36, из центра;37.509527999999996;55.858916;;;;;;из центра;Контроль база;;;POINT (55.858916056365956 37.50952794020784);POINT (4175541.550200004 7530380.946100004)
510;529;Комплекс фото-видеофиксации нарушений ПДД;Дыбенко ул., д. 38, из центра;Дыбенко ул., д. 38, из центра;37.482319;55.876934999999996;;;;;;из центра;Контроль база;;;POINT (55.87693505471945 37.48231894312731);POINT (4172512.6585000046 7533955.811500005)
511;530;Комплекс фото-видеофиксации нарушений ПДД;Люсиновская ул., д. 4, из центра;Люсиновская ул., д. 4, из центра;37.623042;55.72737;;;;;;из центра;Контроль база;;;POINT (55.72737006527505 37.62304193232146);POINT (4188177.870000005 7504333.081500009)
512;531;Комплекс фото-видеофиксации нарушений ПДД;Кавказский б-р, д. 1/1, корп. 1,  к ул. Кантемировская;Кавказский б-р, д. 1/1, корп. 1,  к ул. Кантемировская;37.673314999999995;55.6351;;;;;;к ул. Кантемировская;Контроль база;;;POINT (55.63510007155231 37.67331492638672);POINT (4193774.234100003 7486114.711500004)
513;532;Комплекс фото-видеофиксации нарушений ПДД;Каспийская ул., д. 10, от Каширского ш.;Каспийская ул., д. 10, от Каширского ш.;37.683551;55.630157;;;;;;от Каширского ш.;Контроль база;;;POINT (55.630157071684174 37.683550925418714);POINT (4194913.700300004 7485139.946000002)
514;533;Комплекс фото-видеофиксации нарушений ПДД;Космонавта Волкова ул., д. 10, к Б. Академической ул.;Космонавта Волкова ул., д. 10, к Б. Академической ул.;37.514008;55.815616;;;;;;к Б. Академической ул.;Контроль база;;;POINT (55.81561605912119 37.514007939141045);POINT (4176040.261400003 7521797.250100009)
515;534;Комплекс фото-видеофиксации нарушений ПДД;Коломенский пр-д, д. 19, корп. 2, к Каширскому шоссе;Коломенский пр-д, д. 19, корп. 2, к Каширскому шоссе;37.636626;55.664195;;;;;;к Каширскому шоссе;Контроль база;;;POINT (55.66419506899034 37.636625928162836);POINT (4189690.0335000046 7491854.773600005)
516;535;Комплекс фото-видеофиксации нарушений ПДД;Коломенский пр-д, д. 4, стр. 4,  к пр-ту Андропова;Коломенский пр-д, д. 4, стр. 4,  к пр-ту Андропова;37.636702;55.664021999999996;;;;;;к пр-ту Андропова;Контроль база;;;POINT (55.6640220692096 37.636701928330815);POINT (4189698.493800003 7491820.630400002)
517;569;Комплекс фото-видеофиксации нарушений ПДД;Удальцова ул., д. 79, к пр-ту Вернадского;Удальцова ул., д. 79, к пр-ту Вернадского;37.499219;55.679632;;;;;;к пр-ту Вернадского;Контроль база;;;POINT (55.67963206583007 37.49921893149945);POINT (4174393.956600003 7494902.023800008)
518;570;Комплекс фото-видеофиксации нарушений ПДД;Ставропольская ул., напротив д. 70, к Тихорецкому б-ру;Ставропольская ул., напротив д. 70, к Тихорецкому б-ру;37.773098;55.682055;;;;;;к Тихорецкому б-ру;Контроль база;;;POINT (55.68205507113434 37.77309792593914);POINT (4204882.026800003 7495380.432200007)
519;571;Комплекс фото-видеофиксации нарушений ПДД;26-ти Бакинских Комиссаров ул., д. 3, корп. 1, к Ленинскому пр-ту;26-ти Бакинских Комиссаров ул., д. 3, корп. 1, к Ленинскому пр-ту;37.489245;55.65846;;;;;;к Ленинскому пр-ту;Контроль база;;;POINT (55.65846006729156 37.48924492971336);POINT (4173283.6558000036 7490722.995300002)
520;572;Комплекс фото-видеофиксации нарушений ПДД;Паперника ул., напротив д. 18, выезд на Вешняковскую эстакаду, от Рязанского пр-та;Паперника ул., напротив д. 18, выезд на Вешняковскую эстакаду, от Рязанского пр-та;37.671464;55.676632999999995;;;;;;от Рязанского пр-та;Контроль база;;;POINT (55.676633069306554 37.67146392798085);POINT (4193568.181900002 7494309.930300005)
521;573;Комплекс фото-видеофиксации нарушений ПДД;16-я Парковая ул., д. 39 стр. 1,  от Щелковского ш.;16-я Парковая ул., д. 39 стр. 1,  от Щелковского ш.;37.829651;55.806028;;;;;;от Щелковского ш.;Контроль база;;;POINT (55.806028064703476 37.82965093166292);POINT (4211177.478600003 7519897.839000009)
522;574;Комплекс фото-видеофиксации нарушений ПДД;Стромынка ул., у д. 1 по ул. Барболина,  из центра;Стромынка ул., у д. 1 по ул. Барболина,  из центра;37.683049;55.789967999999995;;;;;;из центра;Контроль база;;;POINT (55.789968064071765 37.683048934261535);POINT (4194857.818900004 7516717.351400003)
523;575;Комплекс фото-видеофиксации нарушений ПДД;Вешняковская ул., д. 23, от Молдагуловой ул.;Вешняковская ул., д. 23, от Молдагуловой ул.;37.829550999999995;55.729929999999996;;;;;;от Молдагуловой ул.;Контроль база;;;POINT (55.729930069053076 37.829550928510535);POINT (4211166.346300002 7504839.158200003)
524;576;Комплекс фото-видеофиксации нарушений ПДД;Кантемировская ул., д. 53, корп. 1, от Пролетарского пр-та;Кантемировская ул., д. 53, корп. 1, от Пролетарского пр-та;37.650658;55.637859;;;;;;от Пролетарского пр-та;Контроль база;;;POINT (55.63785907111417 37.650657926412805);POINT (4191252.068400003 7486658.843000002)
525;577;Комплекс фото-видеофиксации нарушений ПДД;Липецкая ул., МГТ №92, из центра;Липецкая ул., МГТ №92, из центра;37.661448;55.612837;;;;;;из центра;Выделенная полоса;;;POINT (55.61283707249103 37.66144792546367);POINT (4192453.2056000046 7481725.391300008)
526;578;Комплекс фото-видеофиксации нарушений ПДД;Стартовая ул., д. 31, в центр;Стартовая ул., д. 31, в центр;37.688322;55.886587;;;;;;в центр;Контроль база;;;POINT (55.88658705840425 37.68832193897809);POINT (4195444.807100002 7535871.395800002)
527;579;Комплекс фото-видеофиксации нарушений ПДД;Лианозовский пр-д, Г-опора у д. 8А, к Дмитровскому шоссе;Лианозовский пр-д, Г-опора у д. 8А, к Дмитровскому шоссе;37.547388999999995;55.900093999999996;;;;;;к Дмитровскому шоссе;Контроль база;;;POINT (55.900094055672135 37.54738894253516);POINT (4179756.2177000046 7538552.861100003)
528;580;Комплекс фото-видеофиксации нарушений ПДД;Хачатуряна ул., д. 3,  к Алтуфьевскому ш.;Хачатуряна ул., д. 3,  к Алтуфьевскому ш.;37.586952;55.856929;;;;;;к Алтуфьевскому ш.;Контроль база;;;POINT (55.85692905808171 37.586951939712165);POINT (4184160.3504000045 7529986.838600002)
529;581;Комплекс фото-видеофиксации нарушений ПДД;Бибиревская ул., д. 1,  к Алтуфьевскому ш.;Бибиревская ул., д. 1,  к Алтуфьевскому ш.;37.589893;55.879481999999996;;;;;;к Алтуфьевскому ш.;Контроль база;;;POINT (55.8794820570578 37.58989294130736);POINT (4184487.741200004 7534461.255900003)
530;582;Комплекс фото-видеофиксации нарушений ПДД;Руставели ул., у д. 9/11 по ул. Добронравова, к Дмитровскому ш.;Руставели ул., у д. 9/11 по ул. Добронравова, к Дмитровскому ш.;37.592621;55.812982999999996;;;;;;к Дмитровскому ш.;Контроль база;;;POINT (55.812983060534236 37.59262093617903);POINT (4184791.420200005 7521275.598400004)
531;583;Комплекс фото-видеофиксации нарушений ПДД;Б. Галушкина ул., перед жд мостом. МГО №60, от пр-та Мира;Б. Галушкина ул., перед жд мостом. МГО №60, от пр-та Мира;37.66601;55.820631999999996;;;;;;от пр-та Мира;Контроль база;;;POINT (55.82063206193799 37.66600993609075);POINT (4192961.046300005 7522791.122100003)
532;584;Комплекс фото-видеофиксации нарушений ПДД;Римского - Корсакова ул., у д. 40Д по Алтуфьевскому ш., в центр;Римского - Корсакова ул., у д. 40Д по Алтуфьевскому ш., в центр;37.590683;55.870191999999996;;;;;;в центр;Контроль база;;;POINT (55.87019205741066 37.59068294042945);POINT (4184575.683500003 7532617.845500007)
533;585;Комплекс фото-видеофиксации нарушений ПДД;Юрловский пр-д, д. 17, к северному б-ру;Юрловский пр-д, д. 17, к северному б-ру;37.617354999999996;55.872015999999995;;;;;;к северному б-ру;Контроль база;;;POINT (55.872016057435104 37.617354939904516);POINT (4187544.796900004 7532979.746200003)
534;586;Комплекс фото-видеофиксации нарушений ПДД;Заповедная ул., напротив д. 2, МГО №004, от пр-да Дежнева;Заповедная ул., напротив д. 2, МГО №004, от пр-да Дежнева;37.629542;55.869316;;;;;;от пр-да Дежнева;Контроль база;;;POINT (55.869316058564074 37.62954193959642);POINT (4188901.4475000054 7532444.044200003)
535;587;Комплекс фото-видеофиксации нарушений ПДД;Боровское шоссе перед поворотом на ул. Федосьино, из центра;Боровское шоссе перед поворотом на ул. Федосьино, из центра;37.342763999999995;55.634125;;;;;;из центра;Контроль база;;;POINT (55.6341250654908 37.34276393178748);POINT (4156977.4657000042 7485922.429400004)
536;588;Комплекс фото-видеофиксации нарушений ПДД;Садовое кольцо, внутр., Самотечная эстакада, Садовая-Сухаревская ул., д. 4;Садовое кольцо, внутр., Самотечная эстакада, Садовая-Сухаревская ул., д. 4;37.622713999999995;55.773582999999995;;;;;;внутр.;скорость;;;POINT (55.7735830630054 37.62271393405503);POINT (4188141.357400004 7513473.852500007)
537;589;Комплекс фото-видеофиксации нарушений ПДД;Хамовнический Вал, напротив д.32, к Комсомольскому пр-ту;Хамовнический Вал, напротив д.32, к Комсомольскому пр-ту;37.564164999999996;55.720141999999996;;;;;;к Комсомольскому пр-ту;скорость;;;POINT (55.72014206500197 37.56416493195705);POINT (4181623.7123000026 7502904.386700004)
538;590;Комплекс фото-видеофиксации нарушений ПДД;Хамовнический Вал, МГО№70, к Лужнецкому пр-ду;Хамовнический Вал, МГО№70, к Лужнецкому пр-ду;37.560338;55.721525;;;;;;к Лужнецкому пр-ду;скорость;;;POINT (55.72152506447689 37.56033793187861);POINT (4181197.6926000044 7503177.731500007)
539;591;Комплекс фото-видеофиксации нарушений ПДД;Бородинский мост, в центр;Бородинский мост, в центр;37.576766;55.745315999999995;;;;;;в центр;скорость;;;POINT (55.745316064319944 37.576765932824046);POINT (4183026.4493000023 7507881.452100009)
540;592;Комплекс фото-видеофиксации нарушений ПДД;Б. Каменный мост, напротив д. 2 стр. 2 по ул. Серафимовича, из центра;Б. Каменный мост, напротив д. 2 стр. 2 по ул. Серафимовича, из центра;37.613582;55.744941999999995;;;;;;из центра;скорость;;;POINT (55.744942064097984 37.613581933066214);POINT (4187124.787700005 7507807.4863000065)
541;593;Комплекс фото-видеофиксации нарушений ПДД;Косыгина ул., д. 9, в центр;Косыгина ул., д. 9, в центр;37.567692;55.706773999999996;;;;;;в центр;скорость;;;POINT (55.70677406598118 37.567691931561555);POINT (4182016.3361000046 7500262.749300003)
542;594;Комплекс фото-видеофиксации нарушений ПДД;Строгинское ш., напротив д. 33 по ул. Исаковского, в центр;Строгинское ш., напротив д. 33 по ул. Исаковского, в центр;37.420063999999996;55.804235999999996;;;;;;в центр;скорость;;;POINT (55.804236058171306 37.420063940426395);POINT (4165582.4633000046 7519542.888900004)
543;595;Комплекс фото-видеофиксации нарушений ПДД;Новоданиловская наб., напротив д. 25а, стр. 6 по Варшавскому шоссе, в центр;Новоданиловская наб., напротив д. 25а, стр. 6 по Варшавскому шоссе, в центр;37.626567;55.694219999999994;;;;;;в центр;скорость;;;POINT (55.69422006796484 37.626566930479505);POINT (4188570.2710000053 7497782.788600005)
544;596;Комплекс фото-видеофиксации нарушений ПДД;Нахимовский пр-т, д. 25, корп. 1, к Варшавскому шоссе;Нахимовский пр-т, д. 25, корп. 1, к Варшавскому шоссе;37.520821;55.754588;;;;;;к Варшавскому шоссе;скорость;;;POINT (55.7545880618072 37.52082093563067);POINT (4176798.680700004 7509715.396200009)
545;597;Комплекс фото-видеофиксации нарушений ПДД;Олимпийский проспект, напротив д. 16, стр. 1, в центр;Олимпийский проспект, напротив д. 16, стр. 1, в центр;37.623104;55.781168;;;;;;в центр;скорость;;;POINT (55.781168062959246 37.62310393404237);POINT (4188184.7720000036 7514975.174400009)
546;598;Комплекс фото-видеофиксации нарушений ПДД;Большая Филевская ул., Шелепихинский мост, из центра;Большая Филевская ул., Шелепихинский мост, из центра;37.512439;55.752379;;;;;;из центра;скорость;;;POINT (55.752379062687325 37.51243893537759);POINT (4175865.600700002 7509278.430200003)
547;599;Комплекс фото-видеофиксации нарушений ПДД;Саломеи Нерис ул. - МКАД (Путилковское шоссе);Саломеи Нерис ул. - МКАД (Путилковское шоссе);37.388465;55.851507999999995;;;;;;из центра;Контроль база;;;POINT (55.85150805520959 37.38846494302771);POINT (4162064.8790000044 7528911.722300008)
548;600;Комплекс фото-видеофиксации нарушений ПДД;Боровское шоссе - МКАД (в центр);Боровское шоссе - МКАД (в центр);37.392702;55.852461999999996;;;;;;в центр;Контроль база;;;POINT (55.85246205493187 37.392701943184996);POINT (4162536.539700005 7529100.912700005)
549;601;Комплекс фото-видеофиксации нарушений ПДД;Боровское шоссе - МКАД  (из центра);Боровское шоссе - МКАД  (из центра);37.427116;55.66126;;;;;;из центра;Контроль база;;;POINT (55.66126006513243 37.427115931002405);POINT (4166367.487300005 7491275.542300008)
550;602;Комплекс фото-видеофиксации нарушений ПДД;Рябиновая ул. - МКАД (в центр);Рябиновая ул. - МКАД (в центр);37.42979;55.66932;;;;;;в центр;Контроль база;;;POINT (55.6693200655406 37.42978993173557);POINT (4166665.155700002 7492866.310300007)
551;603;Комплекс фото-видеофиксации нарушений ПДД;Мякининский проезд - МКАД Комплекс №2 (из центра);Мякининский проезд - МКАД Комплекс №2 (из центра);37.380815;55.809703999999996;;;;;;из центра;Контроль база;;;POINT (55.809704057285536 37.3808149403738);POINT (4161213.2846000046 7520626.009100005)
552;604;Комплекс фото-видеофиксации нарушений ПДД;Маршала Жукова проспект, Живописный мост, ДИТ;Маршала Жукова проспект, Живописный мост, ДИТ;37.4472;55.77803333;;;;;;в область;IP VPN / 4 Мбит;;;POINT (55.778033392489924 37.44719993861029);POINT (4168603.2288000025 7514354.684200004)
553;536;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское шоссе - МКАД, из центра;Алтуфьевское шоссе - МКАД, из центра;37.590727;55.913222999999995;;;;;;из центра;Контроль база;;;POINT (55.91322305521721 37.59072694260702);POINT (4184580.5818000026 7541160.179700002)
554;537;Комплекс фото-видеофиксации нарушений ПДД;Можайское шоссе - МКАД, внутренняя сторона;Можайское шоссе - МКАД, внутренняя сторона;37.38454;55.716941999999996;;;;;;внутренняя сторона;Контроль база;;;POINT (55.71694206205133 37.38453993495511);POINT (4161627.9491000026 7502271.954900004)
555;538;Комплекс фото-видеофиксации нарушений ПДД;Батайская ул., опора МГО №8, к Северному путепроводу;Батайская ул., опора МГО №8, к Северному путепроводу;37.731805;55.68181;;;;;;к Северному путепроводу;Контроль база;;;POINT (55.681810069521575 37.73180492713684);POINT (4200285.311200004 7495332.056700006)
556;539;Комплекс фото-видеофиксации нарушений ПДД;Строгинское ш, у д.33, корп. 6, по улице Исаковского, из центра;Строгинское ш, у д.33, корп. 6, по улице Исаковского, из центра;37.422387;55.804151;;;;;;из центра;скорость;;;POINT (55.804151058138665 37.42238693883536);POINT (4165841.0583000034 7519526.053000003)
557;540;Комплекс фото-видеофиксации нарушений ПДД;Хорошевское ш., д. 1, стр. 2, по ул. Зорге, из центра;Хорошевское ш., д. 1, стр. 2, по ул. Зорге, из центра;37.513270999999996;55.777758;;;;;;из центра;Контроль база;;;POINT (55.77775806109481 37.513270937027436);POINT (4175958.218700003 7514300.186300002)
558;541;Комплекс фото-видеофиксации нарушений ПДД;Крылатская ул., д. 14, к пр-ту Маршала Жукова;Крылатская ул., д. 14, к пр-ту Маршала Жукова;37.429317;55.766631999999994;;;;;;к пр-ту Маршала Жукова;Контроль база;;;POINT (55.76663205971373 37.429316937297465);POINT (4166612.5022000037 7512098.276000008)
559;542;Комплекс фото-видеофиксации нарушений ПДД;Серпуховской Вал ул., д. 13, к площади Серпуховской заставы;Серпуховской Вал ул., д. 13, к площади Серпуховской заставы;37.614081;55.711293;;;;;;к площади Серпуховской заставы;Контроль база;;;POINT (55.71129306599483 37.61408093013853);POINT (4187180.3358000033 7501155.643400006)
560;543;Комплекс фото-видеофиксации нарушений ПДД;Серпуховской Вал ул., д. 16/25, от площади Серпуховской заставы;Серпуховской Вал ул., д. 16/25, от площади Серпуховской заставы;37.613555;55.711742;;;;;;от площади Серпуховской заставы;Контроль база;;;POINT (55.71174206625295 37.613554931505384);POINT (4187121.7819000036 7501244.365500003)
