0_uidnftn;1_Наименование;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Телефон;1_Сайт;1_Подчинение
8882;Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 24                                                                                                                       ;ГАОУ СПО ТК № 24                                                                                                                                                                                                                                              ;105484, г. Москва,  ул. 16-я Парковая,  д. 20 строение 1                                                                                                                                                                                                      ;20887,44483;15344,48932;2105432;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Автономное                                                                                                                                                                                                                                                    ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 461-52-19                                                                                                                                                                                                                                               ;http://k24.mskcollege.ru/                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8821;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Финансовый колледж № 35                                                                                                                             ;ГБОУ СПО ФК № 35                                                                                                                                                                                                                                              ;115404 Липецкая улица, д. 2, корп. 13                                                                                                                                                                                                                         ;10666,529;-6935,694802;2123689;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;327-50-91                                                                                                                                                                                                                                                     ;http://credcol.ru                                                                                                                                                                                                                                             ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8806;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж предпринимательства № 15                                                                                                                    ;ГБОУ СПО Колледж предпринимательства № 15                                                                                                                                                                                                                     ;129281 г. Москва, Староватутинский проезд, д. 6                                                                                                                                                                                                               ;10914,97175;23081,80027;2124943;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(499) 184-21-27; (499) 184-20-77                                                                                                                                                                                                                              ";http://k15.mskcollege.ru/                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8804;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 12                                                                                                                           ;ГБОУ СПО СК № 12                                                                                                                                                                                                                                              ;129337 г. Москва. Хибинский проезд, д. 10                                                                                                                                                                                                                     ;11442,2456;21090,07222;2125206;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(499) 183-45-56; (499) 183-33-47; (499) 183-89-04; (499) 183-41-10; (499) 188-44-81                                                                                                                                                                           ";http://www.sk12.ru                                                                                                                                                                                                                                            ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8815;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автоматизации и радиоэлектроники № 27 имени П.М.Вострухина                                                                                  ;ГБОУ СПО КАиР № 27                                                                                                                                                                                                                                            ;109428 Рязанский проспект, д. 8, стр.1                                                                                                                                                                                                                        ;16190,08133;6691,073735;2128760;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(495) 355-24-38; (495) 355-24-82; (495) 355-25-00                                                                                                                                                                                                             ";http://kair27.ru                                                                                                                                                                                                                                              ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5909;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 5                                                                                                                          ;ГБОУ СПО ПК № 5                                                                                                                                                                                                                                               ;123022 г. Москва, Столярный пер.,д.16                                                                                                                                                                                                                         ;37,566252;55,764277;2116613;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 255-02-27                                                                                                                                                                                                                                               ;http://college5.msk.ru/                                                                                                                                                                                                                                       ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5913;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 9 ""Арбат""                                                                                                                  ";"ГБОУ СПО ПК № 9 ""Арбат""                                                                                                                                                                                                                                       ";121099 г.Москва, пер. Каменная слобода, д.4, стр.1.                                                                                                                                                                                                           ;37,585857;55,750569;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 241-63-73                                                                                                                                                                                                                                               ;http://pk9arbat.ru                                                                                                                                                                                                                                            ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8838;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж связи № 54                                                                                                                                  ;ГБОУ СПО КС № 54                                                                                                                                                                                                                                              ;115172 г. Москва, ул. Большие Каменщики, д.7                                                                                                                                                                                                                  ;37,654985;55,738893;21782;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 261-03-51                                                                                                                                                                                                                                               ;http://www.ks54.ru                                                                                                                                                                                                                                            ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8864;"Гсударственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Московский колледж профессиональных технологий""                                                                                                     ";ГБОУ СПО МКПТ                                                                                                                                                                                                                                                 ;109382, г. Москва, ул. Люблинская д.56\2                                                                                                                                                                                                                      ;37,738459;55,676284;2129150;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(495)351-39-12                                                                                                                                                                                                                                                ;-                                                                                                                                                                                                                                                             ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8797;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж сферы услуг № 3                                                                                                                             ;ГБОУ СПО КСУ № 3                                                                                                                                                                                                                                              ;109029 г.Москва, ул.Б.Калитниковская, д.36, стр.1                                                                                                                                                                                                             ;37,685178;55,73672;2130698;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;670-50-81                                                                                                                                                                                                                                                     ;http://k03.mskcollege.ru/                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8841;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Полиграфический колледж № 56                                                                                                                        ;ГБОУ СПО ПК № 56                                                                                                                                                                                                                                              ;109382, г. Москва, ул. Совхозная, д. 2, стр.1,2,3                                                                                                                                                                                                             ;37,742742;55,668674;2705406;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;351-70-89                                                                                                                                                                                                                                                     ;http://pk56.ru                                                                                                                                                                                                                                                ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8820;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 34                                                                                                                        ;ГБОУ СПО ТК № 34                                                                                                                                                                                                                                              ;115230 г. Москва, ул. Нагатинская д.4,к.1                                                                                                                                                                                                                     ;37,631469;55,679977;2102099;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;633-29-08                                                                                                                                                                                                                                                     ;http://www.tk34.info                                                                                                                                                                                                                                          ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
8860;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Московский автомобильно-дорожный колледж им. А.А. Николаева""                                                                                       ";ГБОУ СПО МАДК им. А.А. Николаева                                                                                                                                                                                                                              ;105082, г. Москва, ул. Бакунинская, д. 81/55                                                                                                                                                                                                                  ;37,694809;55,780962;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499)265-37-44                                                                                                                                                                                                                                                ;-                                                                                                                                                                                                                                                             ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
